지역,중분류,기준년월,성별,연령대별,카드이용금액계,카드이용건수계
예산군,일식/중식/양식,201710,M,30대후,38020383,1344.21
금산군,일식/중식/양식,201706,M,40대후,28901034,1349.4
태안군,일식/중식/양식,201710,M,20대후,45612055.5,1349.4
당진시,일식/중식/양식,201710,F,60대초,36331038,1354.59
홍성군,제과/커피/패스트푸드,201712,M,50대후,17089152.6,1359.15
공주시,일식/중식/양식,201709,F,30대후,37594999.8,1359.45
계룡시,일식/중식/양식,201707,M,40대후,42109821.6,1361.92
계룡시,일식/중식/양식,201710,M,40대후,44868899.4,1364.97
태안군,제과/커피/패스트푸드,201711,M,40대후,19856665.4,1366.52
금산군,한식,201707,F,60대초,40244842.4,1367.24
부여군,제과/커피/패스트푸드,201710,F,20대초,10695811.5,1370.16
공주시,제과/커피/패스트푸드,201701,F,50대후,17848080.8,1379.4
부여군,제과/커피/패스트푸드,201704,M,20대후,11909794.2,1379.71
홍성군,일식/중식/양식,201710,F,30대초,59132161.2,1380.54
서천군,제과/커피/패스트푸드,201710,M,40대후,20959503.6,1380.54
태안군,한식,201701,F,30대초,93303632.4,1384.24
금산군,제과/커피/패스트푸드,201710,M,40대초,22982409.9,1385.73
보령시,일식/중식/양식,201702,F,40대초,57947764,1389.92
서천군,한식,201711,F,30대후,53426090,1393.42
천안시,일식/중식/양식,201701,F,60대초,47916919.6,1418.12
금산군,한식,201701,F,50대후,46083092,1422.96
계룡시,제과/커피/패스트푸드,201709,F,30대초,13041639.9,1426.14
예산군,제과/커피/패스트푸드,201712,M,50대초,20254799.5,1428.44
서천군,한식,201709,F,30대후,51413475.6,1431.27
태안군,한식,201707,F,20대초,53315444,1436.4
보령시,한식,201711,F,60대초,60508322,1447.22
예산군,제과/커피/패스트푸드,201702,M,40대후,20630982.4,1470.84
태안군,한식,201703,F,20대후,71572872,1477.98
태안군,일식/중식/양식,201705,M,30대초,50786505,1480.05
청양군,한식,201710,M,50대후,57477693,1484.34
태안군,제과/커피/패스트푸드,201706,F,40대초,21190406.7,1489.53
홍성군,제과/커피/패스트푸드,201702,M,50대초,19298515.6,1489.88
당진시,한식,201711,F,60대후,72831212,1490.26
서천군,한식,201701,F,40대후,57045304.8,1490.72
홍성군,일식/중식/양식,201707,F,40대초,40134080,1510.88
예산군,일식/중식/양식,201704,M,40대후,45908991,1512.28
예산군,제과/커피/패스트푸드,201705,F,30대초,17399299.5,1514.7
태안군,제과/커피/패스트푸드,201712,F,20대초,16489954,1524.38
부여군,한식,201701,F,40대후,61836324,1524.6
부여군,한식,201704,M,20대후,42860372,1527.01
당진시,일식/중식/양식,201702,F,50대후,45678864,1527.96
계룡시,한식,201704,M,20대초,36057665.2,1531.92
계룡시,제과/커피/패스트푸드,201702,M,20대초,13318289.6,1537.48
당진시,한식,201703,F,60대후,66416364,1550.43
부여군,한식,201707,M,60대후,52818556,1564.08
천안시,일식/중식/양식,201703,M,60대후,43843069.2,1564.92
공주시,일식/중식/양식,201709,F,40대초,43124883.3,1569.78
부여군,한식,201703,F,50대초,68289438,1584.24
보령시,일식/중식/양식,201706,M,50대후,81929340,1598.52
홍성군,일식/중식/양식,201711,M,50대초,81313104.8,1603.24
보령시,제과/커피/패스트푸드,201704,F,20대초,14271946.1,1605.57
계룡시,한식,201703,F,50대초,52323245.1,1632.54
홍성군,일식/중식/양식,201704,F,40대초,72696478,1639.94
태안군,일식/중식/양식,201708,M,30대초,56067069.5,1652.3
논산시,제과/커피/패스트푸드,201707,F,50대후,20901748,1654.52
아산시,일식/중식/양식,201701,M,60대초,49392684,1655.28
홍성군,일식/중식/양식,201703,F,30대후,75058200,1656.69
서산시,제과/커피/패스트푸드,201703,M,60대초,20065172.4,1671.18
공주시,일식/중식/양식,201706,F,30대초,32601244.5,1681.56
논산시,일식/중식/양식,201702,M,50대초,52130092,1699.32
천안시,일식/중식/양식,201710,F,60대초,52691812.35,1702.32
천안시,일식/중식/양식,201707,F,60대초,53207368.2,1718.36
서천군,한식,201704,F,50대후,90573788,1728.32
금산군,한식,201709,F,30대초,49518864,1733.94
서산시,일식/중식/양식,201712,F,50대초,54952300,1742.91
당진시,일식/중식/양식,201712,F,50대후,53853787,1748.24
보령시,한식,201706,F,60대초,69862590,1749.03
부여군,한식,201709,M,60대초,69109308,1749.33
당진시,제과/커피/패스트푸드,201707,M,60대초,17984951.6,1760.92
보령시,한식,201702,F,30대초,74793880,1761.2
아산시,제과/커피/패스트푸드,201704,M,60대초,21653983.8,1762.69
계룡시,제과/커피/패스트푸드,201710,M,50대초,19260712.8,1780.17
보령시,일식/중식/양식,201701,M,50대초,93064488,1790.8
서산시,일식/중식/양식,201708,F,50대초,57763342,1796.21
당진시,제과/커피/패스트푸드,201709,F,60대초,23401315.8,1800.63
예산군,제과/커피/패스트푸드,201703,M,40대후,23705253.6,1806.42
금산군,한식,201701,F,50대초,51240596,1810.16
천안시,일식/중식/양식,201705,F,60대초,59138847.9,1811.7
보령시,일식/중식/양식,201708,M,50대후,106332967,1817.53
예산군,제과/커피/패스트푸드,201703,M,20대후,19178191.2,1825.74
천안시,일식/중식/양식,201703,F,60대초,56642351.85,1830.57
공주시,한식,201706,F,60대후,59506464,1832.07
보령시,제과/커피/패스트푸드,201705,M,50대초,23084523,1851.3
공주시,제과/커피/패스트푸드,201702,M,50대초,23703895.6,1851.64
계룡시,제과/커피/패스트푸드,201703,M,20대초,16237107.6,1854.72
아산시,일식/중식/양식,201706,M,60대초,50349228,1858.02
보령시,제과/커피/패스트푸드,201711,F,20대초,18328046,1861.48
예산군,한식,201712,F,20대초,48145623.5,1897.48
태안군,한식,201704,M,60대후,120620533,1900.17
예산군,제과/커피/패스트푸드,201704,F,40대후,22787928.66,1900.17
부여군,한식,201712,M,30대초,69778228,1940.12
예산군,한식,201711,F,60대초,69838587,1942.18
보령시,일식/중식/양식,201707,F,20대초,70730676.8,1947.12
예산군,제과/커피/패스트푸드,201705,M,40대후,26457304.5,1960.2
예산군,제과/커피/패스트푸드,201712,M,20대후,22140500.2,1972.1
천안시,일식/중식/양식,201709,M,60대후,51783040.8,1985.31
서산시,일식/중식/양식,201709,F,50대초,54372357,2005.83
예산군,제과/커피/패스트푸드,201709,M,20대후,19585929.6,2005.83
홍성군,일식/중식/양식,201709,F,40대초,100967121,2016.09
홍성군,제과/커피/패스트푸드,201707,M,50대초,22684373.6,2021.6
천안시,제과/커피/패스트푸드,201704,F,70대이상,24272535.9,2022.92
계룡시,제과/커피/패스트푸드,201710,M,20대후,20169014.7,2024.1
홍성군,일식/중식/양식,201709,F,40대후,105472800,2031.48
논산시,일식/중식/양식,201706,M,30대초,50568868.8,2034.48
계룡시,한식,201708,F,50대초,55924492,2057.38
아산시,일식/중식/양식,201708,M,60대초,52984997,2057.38
당진시,일식/중식/양식,201703,M,60대초,52131639,2057.58
태안군,한식,201701,F,40대초,112364472,2066.68
예산군,제과/커피/패스트푸드,201707,M,40대후,27259946,2069.48
태안군,한식,201712,M,60대초,124803549,2100.02
부여군,제과/커피/패스트푸드,201705,M,40대후,21339747,2103.75
아산시,일식/중식/양식,201703,F,50대후,61217835,2105.88
홍성군,한식,201707,F,20대초,57124032,2106.72
태안군,제과/커피/패스트푸드,201705,M,20대초,20238520.5,2108.7
금산군,한식,201712,M,60대초,80198911,2110.68
서산시,일식/중식/양식,201702,M,50대후,70340424,2113.44
태안군,제과/커피/패스트푸드,201705,F,30대초,25497895.5,2113.65
금산군,한식,201708,M,20대초,45391346,2116.01
서산시,일식/중식/양식,201704,F,20대후,62407082,2121.12
홍성군,일식/중식/양식,201709,F,30대후,105266574,2123.82
태안군,일식/중식/양식,201705,M,30대후,85249890,2133.45
보령시,일식/중식/양식,201708,F,30대후,100048897,2137.33
서산시,일식/중식/양식,201710,F,30대초,63898864.8,2138.28
예산군,제과/커피/패스트푸드,201712,F,40대후,28460814.2,2153.32
홍성군,일식/중식/양식,201710,M,20대후,77701410.3,2153.85
태안군,제과/커피/패스트푸드,201702,M,20대후,22545454.4,2161.04
부여군,한식,201710,F,50대초,96172257,2195.37
아산시,일식/중식/양식,201707,M,60대초,57342152,2213.12
홍성군,일식/중식/양식,201708,M,40대초,88743967,2259.92
공주시,일식/중식/양식,201706,F,20대초,34712847.9,2268.03
태안군,제과/커피/패스트푸드,201707,M,40대후,31411833.6,2271.64
논산시,한식,201710,M,70대이상,72694513.5,2293.98
홍성군,일식/중식/양식,201706,M,30대후,77113539,2304.36
당진시,한식,201701,F,60대초,98715188,2313.52
홍성군,일식/중식/양식,201706,M,40대초,94737222,2314.74
태안군,제과/커피/패스트푸드,201708,F,40대초,31241155.4,2318.55
계룡시,제과/커피/패스트푸드,201709,F,40대초,27989895.6,2329.02
아산시,한식,201701,F,60대후,92643408,2342.56
보령시,한식,201701,F,20대후,104617568,2342.56
계룡시,제과/커피/패스트푸드,201710,F,40대초,26971495.8,2345.88
홍성군,한식,201709,F,50대후,95560921.8,2349.54
서산시,일식/중식/양식,201708,F,30대초,65678072.2,2350.53
당진시,일식/중식/양식,201705,F,50대후,62644725,2356.2
서산시,한식,201703,M,70대이상,87879232.14,2366.7
공주시,제과/커피/패스트푸드,201702,F,30대후,30019396.96,2403.8
태안군,제과/커피/패스트푸드,201708,F,30대초,32098805.7,2403.83
당진시,일식/중식/양식,201703,F,50대초,74765502,2405.34
홍성군,한식,201704,F,50대후,103690558.4,2415.72
서산시,일식/중식/양식,201710,F,30대후,73962171,2418.54
홍성군,한식,201705,F,50대후,108906930,2420.55
당진시,일식/중식/양식,201712,F,20대초,60509891,2430.48
서천군,한식,201710,F,40대초,110555719.2,2434.11
홍성군,일식/중식/양식,201705,M,40대후,109014840,2435.4
계룡시,한식,201712,F,30대후,68075293,2435.81
예산군,제과/커피/패스트푸드,201708,F,40대후,33297682.6,2457.13
금산군,한식,201709,M,20대후,53257043.7,2457.27
공주시,일식/중식/양식,201711,M,50대초,64549778,2458.66
서산시,일식/중식/양식,201704,F,40대초,78423256.5,2474.64
서산시,일식/중식/양식,201705,F,40대초,78900030,2489.85
논산시,일식/중식/양식,201712,M,40대후,105044546.1,2494.44
계룡시,한식,201710,M,20대초,43053126,2496.39
서산시,일식/중식/양식,201712,M,50대후,101014693,2505.1
당진시,일식/중식/양식,201707,F,50대후,67137708.4,2516.36
예산군,제과/커피/패스트푸드,201707,M,20대후,23441782,2532.32
예산군,한식,201705,F,60대초,103675770,2539.35
서산시,일식/중식/양식,201707,F,40대초,80852296,2548.28
홍성군,일식/중식/양식,201704,M,40대초,115853905,2553.2
예산군,한식,201708,M,70대이상,118500669.4,2569.06
공주시,한식,201712,M,70대이상,85894549,2595.71
아산시,일식/중식/양식,201702,F,50대초,83874056,2598.96
서산시,일식/중식/양식,201712,F,40대초,86517839.2,2622.36
논산시,일식/중식/양식,201704,M,40대초,80058286.5,2631.76
공주시,제과/커피/패스트푸드,201702,F,20대후,25940857.6,2646.56
서산시,제과/커피/패스트푸드,201703,F,50대후,32151957.6,2685.48
보령시,일식/중식/양식,201710,M,30대초,131136249,2688.42
금산군,한식,201706,F,20대초,30201165.33,2714.37
태안군,제과/커피/패스트푸드,201710,F,30대후,35516986.5,2719.56
당진시,일식/중식/양식,201702,F,30대초,68435472,2732.24
보령시,일식/중식/양식,201712,M,40대초,149666400,2739.62
계룡시,제과/커피/패스트푸드,201703,M,20대후,27400445.1,2767.59
부여군,한식,201711,M,50대후,124758434,2770.7
계룡시,한식,201705,F,40대후,94534753.5,2796.75
부여군,한식,201701,M,40대초,128197689.8,2807.2
태안군,제과/커피/패스트푸드,201709,M,30대후,39289592.7,2811.24
보령시,한식,201701,M,60대초,141026569.6,2812.04
서산시,일식/중식/양식,201708,F,30대후,85433344.1,2814.24
아산시,일식/중식/양식,201701,F,20대초,51814620,2816.88
홍성군,제과/커피/패스트푸드,201701,F,40대후,37055499.8,2816.88
홍성군,한식,201702,M,20대초,65393832,2836.96
논산시,제과/커피/패스트푸드,201706,F,50대초,31126090.8,2854.5
서산시,한식,201710,F,60대초,117922509,2880.45
부여군,한식,201707,F,50대초,110766124,2904.72
당진시,일식/중식/양식,201705,F,50대초,91008225,2905.65
부여군,한식,201711,M,50대초,130459620,2910.58
계룡시,한식,201710,F,40대초,83567926.8,2942.73
서산시,일식/중식/양식,201710,F,40대후,86427772.5,2968.68
논산시,일식/중식/양식,201710,M,30대후,98649703.5,2984.25
태안군,제과/커피/패스트푸드,201711,M,20대후,35773503,2985.9
논산시,제과/커피/패스트푸드,201712,M,50대초,38977224,2995.46
당진시,한식,201709,M,70대이상,112777920,3006.18
홍성군,한식,201707,F,50대후,145156200,3053.68
공주시,제과/커피/패스트푸드,201704,F,50대초,36992038.2,3063.84
계룡시,한식,201711,M,50대후,116942047.2,3066.6
공주시,일식/중식/양식,201709,M,40대초,92820168,3067.74
태안군,제과/커피/패스트푸드,201707,M,30대초,34558241.2,3069.64
계룡시,한식,201707,M,20대후,90209644,3074.96
보령시,제과/커피/패스트푸드,201711,F,40대초,38616617.8,3115.02
공주시,제과/커피/패스트푸드,201705,F,30대초,34511647.5,3148.2
서산시,한식,201704,F,60대초,114132125.1,3152.22
공주시,일식/중식/양식,201707,M,40대후,81012960,3154.76
공주시,일식/중식/양식,201708,M,20대후,63068291,3187.34
보령시,제과/커피/패스트푸드,201710,M,40대후,46043136.9,3191.85
금산군,한식,201703,F,20대초,35546578.2,3192.63
당진시,일식/중식/양식,201704,F,20대후,74209740,3206.23
예산군,한식,201706,F,20대후,75980562,3248.94
논산시,제과/커피/패스트푸드,201708,M,50대초,39422492.2,3251.3
홍성군,일식/중식/양식,201709,M,20대초,93942099,3257.55
공주시,제과/커피/패스트푸드,201703,M,30대초,38532822.3,3265.08
예산군,한식,201709,F,20대후,73009647,3272.94
공주시,제과/커피/패스트푸드,201702,M,20대후,32804539.6,3274.88
당진시,일식/중식/양식,201704,M,20대초,66101758.8,3294.61
금산군,한식,201710,M,60대초,100955049.6,3295.65
당진시,한식,201706,F,60대초,125332012.5,3295.65
보령시,제과/커피/패스트푸드,201703,M,30대초,37940760.9,3361.68
태안군,한식,201704,F,50대초,213497111,3363.35
보령시,일식/중식/양식,201709,M,30대후,141913242,3385.8
태안군,제과/커피/패스트푸드,201712,M,20대후,44147558.52,3389.88
서산시,제과/커피/패스트푸드,201707,F,50대후,38961871.2,3404.8
서천군,한식,201711,M,50대초,157708868.1,3405.54
부여군,한식,201710,M,50대초,144096872.7,3420.21
홍성군,제과/커피/패스트푸드,201703,M,40대후,43393154.7,3429.3
홍성군,한식,201701,F,40대후,138655448.8,3441.24
부여군,한식,201703,M,40대후,145815285,3448.62
서천군,한식,201706,M,30대후,124131825,3451.35
논산시,제과/커피/패스트푸드,201701,F,30대초,41032745.6,3455.76
공주시,제과/커피/패스트푸드,201704,F,30대후,40598482.3,3476.28
홍성군,한식,201703,F,30대후,131835574.5,3487.26
아산시,일식/중식/양식,201705,F,20대후,91176262.65,3499.65
공주시,한식,201708,M,70대이상,114420709,3507.14
논산시,제과/커피/패스트푸드,201702,F,30대후,45823615.6,3508.12
