지역,중분류,기준년월,성별,연령대별,카드이용금액계,카드이용건수계
태안군,제과/커피/패스트푸드,201707,F,70대이상,976964.8,106.4
부여군,일식/중식/양식,201712,F,30대초,3781635,106.6
보령시,일식/중식/양식,201711,F,70대이상,4749464,107.6
서천군,일식/중식/양식,201704,M,70대이상,14950950,108.02
청양군,제과/커피/패스트푸드,201706,M,60대초,1132250.4,108.99
계룡시,일식/중식/양식,201708,F,60대초,2571725,111.93
태안군,제과/커피/패스트푸드,201706,M,70대이상,1615906.5,114.18
부여군,일식/중식/양식,201703,F,20대후,5067442.8,115.92
부여군,일식/중식/양식,201701,M,60대초,2695880,116.16
부여군,제과/커피/패스트푸드,201707,M,70대이상,1348886,117.04
서천군,제과/커피/패스트푸드,201709,M,60대후,1682127,117.99
계룡시,일식/중식/양식,201710,M,70대이상,1717890,119.37
공주시,일식/중식/양식,201706,F,70대이상,3404640,119.37
태안군,일식/중식/양식,201710,F,60대후,5561085,124.56
금산군,제과/커피/패스트푸드,201707,M,60대후,2840082,127.68
서천군,제과/커피/패스트푸드,201712,F,60대초,1830322,127.92
보령시,일식/중식/양식,201712,F,60대후,7431086,127.92
계룡시,한식,201702,F,70대이상,4334932,128.52
계룡시,제과/커피/패스트푸드,201711,M,60대후,2029336,129.12
계룡시,일식/중식/양식,201711,M,70대이상,3410920,129.12
금산군,제과/커피/패스트푸드,201710,M,60대후,1797297,129.75
청양군,일식/중식/양식,201701,M,20대후,3225860,130.68
부여군,일식/중식/양식,201702,F,50대초,4077416,133.28
예산군,제과/커피/패스트푸드,201711,F,70대이상,2001898,134.5
논산시,제과/커피/패스트푸드,201706,F,70대이상,1746954,134.94
서천군,일식/중식/양식,201707,F,20대후,4295900,138.32
청양군,일식/중식/양식,201701,M,50대초,5607140,145.2
청양군,일식/중식/양식,201710,M,20대후,3230775,145.32
청양군,일식/중식/양식,201710,F,50대초,2992035,145.32
청양군,한식,201709,F,60대후,5668650,148.77
서천군,일식/중식/양식,201709,F,60대초,4793985,148.77
예산군,제과/커피/패스트푸드,201702,F,60대후,1969212,152.32
청양군,일식/중식/양식,201702,M,30대후,5897640,161.84
부여군,일식/중식/양식,201705,M,60대초,4711905,163.35
부여군,일식/중식/양식,201703,M,50대후,4539234,164.22
부여군,일식/중식/양식,201711,F,20대후,5545166,166.78
보령시,제과/커피/패스트푸드,201703,F,70대이상,1959434.4,169.05
공주시,일식/중식/양식,201710,F,70대이상,3177837,171.27
청양군,일식/중식/양식,201710,F,50대후,6225405,171.27
부여군,일식/중식/양식,201701,F,50대후,4818704,174.24
논산시,제과/커피/패스트푸드,201701,F,70대이상,1751644.4,174.24
태안군,제과/커피/패스트푸드,201709,M,60대후,1608768,174.42
태안군,일식/중식/양식,201712,M,60대후,10468120,175.89
서천군,일식/중식/양식,201708,F,20대후,5223400,175.89
청양군,일식/중식/양식,201712,F,40대후,5311345,175.89
보령시,일식/중식/양식,201710,F,70대이상,10769250,176.46
서천군,일식/중식/양식,201706,F,60대초,6126795,176.46
예산군,제과/커피/패스트푸드,201704,M,70대이상,2843381,176.76
예산군,일식/중식/양식,201705,M,70대이상,5221755,178.2
보령시,일식/중식/양식,201708,F,70대이상,7232810,181.22
계룡시,한식,201712,F,60대후,6499935,181.22
공주시,일식/중식/양식,201701,M,70대이상,5050056,183.92
금산군,일식/중식/양식,201709,M,70대이상,4032180,184.68
서천군,제과/커피/패스트푸드,201709,M,60대초,2363083.2,184.68
금산군,일식/중식/양식,201707,F,20대초,3496304,186.2
금산군,제과/커피/패스트푸드,201706,F,60대초,2537910,186.84
계룡시,일식/중식/양식,201703,F,20대후,4988810.4,188.37
부여군,한식,201704,F,70대이상,7696425,191.49
금산군,제과/커피/패스트푸드,201712,F,60대초,2890992,191.88
홍성군,제과/커피/패스트푸드,201701,M,60대후,2486356.4,193.6
청양군,일식/중식/양식,201711,M,30대초,4355110,193.68
청양군,일식/중식/양식,201709,M,20대후,4178385,194.94
청양군,제과/커피/패스트푸드,201710,F,50대초,4386743.7,197.22
보령시,제과/커피/패스트푸드,201710,F,70대이상,2134647,197.22
보령시,일식/중식/양식,201706,F,70대이상,5624403,197.22
예산군,제과/커피/패스트푸드,201709,F,60대후,1866858.3,200.07
서산시,일식/중식/양식,201706,F,70대이상,7937067,202.41
서천군,한식,201703,F,20대초,5716305,202.86
부여군,일식/중식/양식,201711,F,50대초,8382578,204.44
부여군,일식/중식/양식,201709,F,30대초,5740470,205.2
서천군,일식/중식/양식,201703,M,60대후,9107448,207.69
계룡시,일식/중식/양식,201703,F,50대초,4757067,212.52
서산시,일식/중식/양식,201705,F,70대이상,6202350,217.8
서천군,일식/중식/양식,201710,M,20대초,7385370,217.98
예산군,제과/커피/패스트푸드,201712,M,70대이상,3833602.5,218.53
청양군,일식/중식/양식,201702,M,40대초,6380780,218.96
논산시,제과/커피/패스트푸드,201704,F,60대후,3760323.5,220.95
공주시,일식/중식/양식,201701,M,60대후,3825052,222.64
청양군,한식,201701,F,30대초,13567972,222.64
금산군,제과/커피/패스트푸드,201706,M,60대초,3341841,223.17
보령시,제과/커피/패스트푸드,201706,F,60대후,2847701.1,223.17
당진시,일식/중식/양식,201712,F,70대이상,6695013,223.86
부여군,일식/중식/양식,201704,M,50대후,8764350,225.86
금산군,한식,201701,F,70대이상,6778420,227.48
서천군,일식/중식/양식,201704,M,60대후,11673525,230.77
청양군,한식,201711,F,20대후,6914914,231.34
청양군,제과/커피/패스트푸드,201701,F,20대초,1128204,232.32
부여군,일식/중식/양식,201707,F,50대초,7642712,234.08
공주시,일식/중식/양식,201704,M,70대이상,7354198,235.68
금산군,제과/커피/패스트푸드,201708,F,60대초,2656578.6,239.85
공주시,제과/커피/패스트푸드,201712,M,70대이상,2815839,239.85
공주시,제과/커피/패스트푸드,201703,M,60대후,3264886.8,246.33
서천군,한식,201706,F,70대이상,8461257,249.12
청양군,한식,201710,F,20대후,7813026,249.12
금산군,제과/커피/패스트푸드,201704,M,60대초,6322361.5,250.41
금산군,일식/중식/양식,201704,F,20대후,6662870,250.41
태안군,제과/커피/패스트푸드,201712,M,60대후,4164648.8,250.51
홍성군,제과/커피/패스트푸드,201702,M,60대후,2575207.6,252.28
예산군,일식/중식/양식,201707,F,60대초,6651596,255.36
청양군,제과/커피/패스트푸드,201707,M,20대초,2415386.4,255.36
예산군,제과/커피/패스트푸드,201709,M,60대후,3210354,256.5
홍성군,한식,201702,F,70대이상,11514440,257.04
부여군,일식/중식/양식,201705,M,50대후,6651315,257.4
태안군,제과/커피/패스트푸드,201705,F,60대초,3858525,257.4
청양군,일식/중식/양식,201707,M,40대초,7381500,260.68
부여군,일식/중식/양식,201708,M,20대후,6656637,261.17
부여군,일식/중식/양식,201702,F,40대후,9530948,261.8
논산시,제과/커피/패스트푸드,201701,F,60대후,2978536,266.2
공주시,일식/중식/양식,201707,M,70대이상,7174020,271.32
계룡시,한식,201708,F,60대후,8002462,271.83
예산군,제과/커피/패스트푸드,201706,M,60대후,3238456.2,275.07
부여군,일식/중식/양식,201706,F,30대후,9410508,275.07
청양군,한식,201703,M,60대후,10877160,275.31
금산군,제과/커피/패스트푸드,201709,M,60대초,2622353.4,277.02
청양군,제과/커피/패스트푸드,201703,M,50대초,4009986.75,280.14
청양군,한식,201711,M,70대이상,14499100,285.14
부여군,일식/중식/양식,201705,F,40대후,8469450,287.1
예산군,일식/중식/양식,201704,M,60대후,11521315,289.69
부여군,제과/커피/패스트푸드,201703,F,60대초,3709391.7,289.8
청양군,한식,201702,M,20대후,9776088,290.36
태안군,한식,201702,F,70대이상,14917840,290.36
예산군,제과/커피/패스트푸드,201702,F,60대초,5122378.8,290.36
홍성군,제과/커피/패스트푸드,201711,M,60대후,2973472.2,290.52
부여군,일식/중식/양식,201706,M,50대후,7802127,290.64
홍성군,일식/중식/양식,201706,M,60대후,12361542,295.83
부여군,한식,201706,F,60대후,11315757,295.83
논산시,제과/커피/패스트푸드,201709,M,60대후,5029759.8,297.54
당진시,일식/중식/양식,201711,F,70대이상,9667860,301.28
부여군,일식/중식/양식,201703,M,50대초,8563590,304.29
예산군,제과/커피/패스트푸드,201701,M,60대후,4284368,304.92
보령시,제과/커피/패스트푸드,201711,M,60대초,3746632,312.04
청양군,일식/중식/양식,201705,M,50대초,11405121.75,316.8
부여군,일식/중식/양식,201704,F,30대후,8873843,319.15
금산군,일식/중식/양식,201707,M,20대초,5203492,319.2
홍성군,한식,201705,F,70대이상,16886925,321.75
계룡시,제과/커피/패스트푸드,201707,F,60대초,3214078,324.52
예산군,일식/중식/양식,201711,F,20대후,9417690,328.18
금산군,일식/중식/양식,201702,F,40대초,10103100,328.44
공주시,제과/커피/패스트푸드,201708,M,70대이상,3249061.4,330.46
부여군,일식/중식/양식,201711,M,30대초,9626972,333.56
청양군,제과/커피/패스트푸드,201707,F,40대후,3859500.4,335.16
서천군,일식/중식/양식,201707,F,30대후,12236000,335.16
계룡시,일식/중식/양식,201712,F,30대초,8327858.5,335.79
부여군,일식/중식/양식,201712,F,30대후,12545754,335.79
예산군,일식/중식/양식,201703,F,20대후,12445461,338.1
공주시,제과/커피/패스트푸드,201705,F,60대후,3282394.5,341.55
보령시,일식/중식/양식,201702,F,60대초,15202012,342.72
청양군,제과/커피/패스트푸드,201708,M,40대초,4813523,346.45
금산군,일식/중식/양식,201712,M,60대초,9396790,346.45
공주시,일식/중식/양식,201710,M,60대후,11668677,347.73
홍성군,제과/커피/패스트푸드,201706,M,60대후,3135953.7,347.73
금산군,한식,201711,F,70대이상,9544658,349.7
금산군,한식,201708,F,70대이상,11522180.8,351.78
태안군,일식/중식/양식,201703,F,20대후,13342053.9,357.42
서천군,제과/커피/패스트푸드,201705,M,50대후,4944357,361.35
서천군,일식/중식/양식,201703,M,20대후,7938105,362.25
금산군,제과/커피/패스트푸드,201703,F,20대후,3905344.8,362.25
금산군,일식/중식/양식,201705,F,50대후,9560925,371.25
보령시,제과/커피/패스트푸드,201707,M,60대후,3589936,372.4
보령시,일식/중식/양식,201704,F,60대초,22290418,373.16
계룡시,제과/커피/패스트푸드,201704,F,60대초,4479000.2,373.16
청양군,일식/중식/양식,201710,M,30대후,11321985,373.68
태안군,일식/중식/양식,201702,M,60대초,12069456,376.04
부여군,한식,201711,F,60대후,17525350,376.6
청양군,제과/커피/패스트푸드,201703,M,30대후,5270302.8,376.74
청양군,한식,201704,F,60대초,14010685,378.07
부여군,제과/커피/패스트푸드,201708,F,60대초,4236284,378.43
논산시,제과/커피/패스트푸드,201708,M,60대후,3896283.3,378.43
부여군,일식/중식/양식,201710,M,50대초,10826340,378.87
당진시,제과/커피/패스트푸드,201711,F,70대이상,4305076,381.98
계룡시,제과/커피/패스트푸드,201701,M,60대초,5232233.6,382.36
청양군,한식,201701,F,50대초,19395332,382.36
서천군,한식,201709,F,20대초,15323823,384.75
서천군,제과/커피/패스트푸드,201704,M,50대후,5887040.9,387.89
서산시,제과/커피/패스트푸드,201701,F,70대이상,5884230,392.04
계룡시,일식/중식/양식,201707,M,20대초,8450022,393.68
홍성군,일식/중식/양식,201710,F,60대초,29102925,394.44
태안군,일식/중식/양식,201701,M,60대초,17216364,396.88
부여군,한식,201704,F,20대초,10450444,397.71
아산시,일식/중식/양식,201710,F,70대이상,16869576,399.63
청양군,한식,201702,F,50대후,14120540,399.84
금산군,제과/커피/패스트푸드,201703,M,50대후,4299907.5,400.89
태안군,한식,201701,F,60대후,20589360,401.72
금산군,일식/중식/양식,201711,F,30대후,10364570,403.5
서산시,일식/중식/양식,201711,F,60대초,14384613.6,403.5
금산군,제과/커피/패스트푸드,201706,M,50대후,5477266.5,404.82
예산군,일식/중식/양식,201706,F,20대후,9552195,404.82
부여군,제과/커피/패스트푸드,201708,M,60대초,3942334.5,405.08
청양군,한식,201711,F,30대후,17030390,408.88
청양군,제과/커피/패스트푸드,201710,F,30대후,6745754.4,410.01
보령시,제과/커피/패스트푸드,201712,F,60대초,8879993.2,410.41
예산군,일식/중식/양식,201711,F,30대초,11873660,414.26
부여군,일식/중식/양식,201706,M,30대후,13067901,415.2
서천군,한식,201703,F,60대후,17198181,420.21
예산군,제과/커피/패스트푸드,201710,F,60대초,4933146.9,420.39
예산군,일식/중식/양식,201708,F,20대후,9839180,421.07
서산시,제과/커피/패스트푸드,201702,F,60대후,5377229.2,423.64
청양군,한식,201701,F,40대초,20458196,430.76
부여군,일식/중식/양식,201707,F,40대초,17233608,430.92
서산시,제과/커피/패스트푸드,201709,M,70대이상,7015941.9,430.92
계룡시,한식,201708,F,20대초,8307338,431.73
아산시,일식/중식/양식,201704,F,70대이상,13396935,432.08
서산시,일식/중식/양식,201706,F,60대초,14924883,441.15
금산군,일식/중식/양식,201712,F,20대초,7127809,442.39
금산군,일식/중식/양식,201712,F,50대후,10982465,442.39
서천군,일식/중식/양식,201701,M,50대후,18118540,445.28
서천군,일식/중식/양식,201702,M,50대후,17835720,447.44
서천군,제과/커피/패스트푸드,201708,M,50대후,6095921,447.72
태안군,일식/중식/양식,201712,M,20대초,12798929,447.72
예산군,일식/중식/양식,201706,F,50대초,13450404,451.53
부여군,제과/커피/패스트푸드,201707,F,60대초,4925681.6,452.2
서산시,일식/중식/양식,201705,M,60대후,15329655,455.4
예산군,일식/중식/양식,201704,F,20대후,11276797,456.63
서천군,일식/중식/양식,201711,M,20대후,12611796,457.3
금산군,일식/중식/양식,201704,F,30대초,11904295,461.54
예산군,일식/중식/양식,201709,F,50대초,14119812,461.7
태안군,일식/중식/양식,201712,F,50대초,22010768,463.71
금산군,일식/중식/양식,201701,M,20대후,9152440,464.64
부여군,한식,201709,F,20대초,16448832,466.83
태안군,제과/커피/패스트푸드,201706,M,60대초,5048520.6,467.1
계룡시,일식/중식/양식,201709,F,40대후,11538396,471.96
보령시,일식/중식/양식,201703,M,60대후,30905238,473.34
홍성군,한식,201712,F,60대후,23754744,474.37
부여군,제과/커피/패스트푸드,201706,F,60대초,4898114.4,477.48
부여군,일식/중식/양식,201711,M,30대후,13487014.4,478.82
홍성군,한식,201702,F,60대후,17387804,480.76
계룡시,일식/중식/양식,201710,F,40대후,12938670,482.67
계룡시,한식,201711,F,20대초,8979758,489.58
서산시,일식/중식/양식,201708,F,60대초,16815084,490.36
청양군,한식,201703,M,20대후,17520825,492.66
부여군,일식/중식/양식,201709,M,40대후,15426936,497.61
서천군,제과/커피/패스트푸드,201701,F,20대초,4035204.8,498.52
당진시,제과/커피/패스트푸드,201704,F,70대이상,6055257.5,500.82
계룡시,한식,201704,F,60대초,18220862.7,500.82
태안군,한식,201707,F,70대이상,25688152,505.4
청양군,한식,201708,M,60대후,17858165,511.68
서천군,일식/중식/양식,201706,M,50대후,16210965,513.81
태안군,일식/중식/양식,201707,F,20대후,16594410,516.04
예산군,일식/중식/양식,201707,F,30대초,12027988,516.04
청양군,제과/커피/패스트푸드,201701,M,30대후,6865733.6,517.88
서천군,일식/중식/양식,201708,F,30대후,20941570,522.34
금산군,제과/커피/패스트푸드,201706,F,20대후,6479559.3,524.19
예산군,일식/중식/양식,201704,F,30대초,13659620,525.37
서천군,일식/중식/양식,201711,M,30대초,16181964,527.24
부여군,일식/중식/양식,201711,M,40대후,14844980.2,527.24
태안군,일식/중식/양식,201709,F,40대후,19496565,528.39
서천군,제과/커피/패스트푸드,201701,F,50대초,5802724.4,532.4
홍성군,일식/중식/양식,201709,M,60대후,33431697,538.65
예산군,일식/중식/양식,201704,F,50대초,18330012,545.01
서천군,일식/중식/양식,201707,M,30대초,18747680,547.96
홍성군,제과/커피/패스트푸드,201708,M,60대초,6862055.2,548.99
태안군,일식/중식/양식,201712,F,30대후,19836661,548.99
예산군,일식/중식/양식,201710,F,50대초,16533476.79,550.14
서천군,일식/중식/양식,201702,M,30대후,17989468,552.16
금산군,일식/중식/양식,201704,F,40대초,14796285,554.83
논산시,제과/커피/패스트푸드,201703,F,60대초,5605359.9,555.45
서천군,일식/중식/양식,201701,M,50대초,20947520,556.6
청양군,한식,201707,F,30대후,22533392,563.92
청양군,한식,201705,M,30대초,19415880,574.2
청양군,한식,201708,F,50대후,23401365,575.64
홍성군,일식/중식/양식,201703,M,70대이상,43853985,579.6
예산군,일식/중식/양식,201709,F,40대후,17345556,579.69
논산시,제과/커피/패스트푸드,201711,F,60대초,6626330.8,581.04
논산시,제과/커피/패스트푸드,201705,F,60대초,7573945.5,584.1
서천군,한식,201709,M,20대초,14102883,584.82
계룡시,일식/중식/양식,201702,F,40대후,14896086.8,585.48
천안시,일식/중식/양식,201702,F,60대후,20462744.96,585.48
서산시,제과/커피/패스트푸드,201712,F,60대후,7327950.5,586.3
계룡시,제과/커피/패스트푸드,201704,M,50대후,6861430.4,589.2
보령시,한식,201702,F,60대후,23904720,590.24
보령시,일식/중식/양식,201701,F,20대초,23657678,600.16
서천군,한식,201705,M,20대초,18117990,603.9
태안군,제과/커피/패스트푸드,201702,F,50대초,7823488.4,604.52
태안군,일식/중식/양식,201707,M,60대초,24739064,611.8
태안군,일식/중식/양식,201706,F,40대후,30232269,617.61
아산시,제과/커피/패스트푸드,201702,F,60대후,6947505.6,618.8
논산시,일식/중식/양식,201704,F,50대후,16648828,623.57
부여군,한식,201701,M,20대초,16259012,624.36
청양군,한식,201708,F,50대초,21650460,628.94
부여군,한식,201711,M,20대초,13854038,629.46
당진시,일식/중식/양식,201703,M,70대이상,17551737,637.56
계룡시,제과/커피/패스트푸드,201707,F,50대후,6354101.6,638.4
홍성군,일식/중식/양식,201711,M,60대초,34134808.8,640.22
서천군,일식/중식/양식,201711,M,50대초,38961960,650.98
천안시,일식/중식/양식,201703,F,70대이상,26724390,656.88
태안군,제과/커피/패스트푸드,201708,M,50대후,10146667.7,660.92
태안군,일식/중식/양식,201709,F,30대초,25522776,661.77
금산군,제과/커피/패스트푸드,201708,M,50대초,13620122.1,671.58
금산군,한식,201707,F,60대후,27472480,675.64
부여군,한식,201708,F,20대초,19667700,682.24
태안군,한식,201707,F,60대후,31763060,686.28
부여군,한식,201704,F,60대초,26894034,687.4
예산군,한식,201705,F,70대이상,28679062.5,697.95
서천군,제과/커피/패스트푸드,201703,F,40대후,9234332.1,700.35
금산군,한식,201701,F,60대초,22515796.16,701.8
계룡시,일식/중식/양식,201704,M,20대후,17138060.4,702.13
태안군,제과/커피/패스트푸드,201703,F,50대초,8779249.5,705.18
금산군,일식/중식/양식,201704,M,30대초,16775015,707.04
태안군,일식/중식/양식,201704,F,40대초,29769821,707.04
서산시,일식/중식/양식,201702,F,50대후,26949692,709.24
부여군,제과/커피/패스트푸드,201712,F,50대초,8408181.6,714.22
예산군,일식/중식/양식,201703,F,40대후,17505852,714.84
태안군,일식/중식/양식,201709,F,30대후,28489608.9,718.2
보령시,일식/중식/양식,201711,F,20대초,25671853.6,720.92
예산군,일식/중식/양식,201704,F,30대후,20190411,721.77
태안군,일식/중식/양식,201707,M,20대초,20345010,723.52
당진시,제과/커피/패스트푸드,201704,M,60대후,7287667.5,726.68
태안군,한식,201702,F,60대초,39583684,728.28
금산군,제과/커피/패스트푸드,201709,F,50대초,8706738.6,728.46
당진시,일식/중식/양식,201708,M,70대이상,19323382,730.21
아산시,제과/커피/패스트푸드,201701,F,70대이상,9194693.2,730.84
금산군,제과/커피/패스트푸드,201709,M,50대초,11774735.1,733.59
보령시,일식/중식/양식,201712,M,60대초,42699696,735.54
청양군,한식,201704,F,40대초,25537892,741.41
예산군,일식/중식/양식,201712,F,40대초,29261167,746.2
청양군,한식,201703,F,40대후,29520477,748.65
서천군,제과/커피/패스트푸드,201704,F,30대초,9117133.5,751.23
금산군,제과/커피/패스트푸드,201712,M,50대초,8719933.3,751.53
태안군,제과/커피/패스트푸드,201704,M,50대초,9618051.7,756.14
청양군,한식,201712,M,30대후,27232036,756.86
부여군,한식,201709,M,70대이상,27933363,759.24
예산군,제과/커피/패스트푸드,201709,M,50대후,12099105,759.24
서천군,한식,201702,F,30대초,30550632,761.6
서천군,제과/커피/패스트푸드,201712,F,30대초,8263845.2,772.85
태안군,일식/중식/양식,201706,M,50대후,31319055,773.31
계룡시,일식/중식/양식,201706,M,30대초,17200438.5,778.5
계룡시,일식/중식/양식,201711,M,50대초,25119220,780.1
서천군,한식,201709,F,20대후,23017797,784.89
서천군,한식,201707,F,20대후,27076778.4,787.36
예산군,일식/중식/양식,201710,F,40대초,25125309,788.88
당진시,일식/중식/양식,201703,M,60대후,19774986,792.12
금산군,일식/중식/양식,201712,F,40대후,16542721,794.17
서천군,제과/커피/패스트푸드,201711,F,30대초,8915090.4,796.24
청양군,한식,201705,F,50대초,28026900,796.95
청양군,한식,201704,F,50대초,32948555,800.33
예산군,제과/커피/패스트푸드,201705,F,50대후,11455686,801.9
홍성군,일식/중식/양식,201707,M,50대후,34174137.2,808.64
천안시,일식/중식/양식,201708,F,70대이상,23551138,810.16
태안군,일식/중식/양식,201707,F,40대초,28972720,813.96
예산군,일식/중식/양식,201707,F,40대후,21958832,813.96
금산군,일식/중식/양식,201706,F,40대후,19260090,814.83
예산군,제과/커피/패스트푸드,201710,F,50대후,12290958,830.4
보령시,일식/중식/양식,201710,F,20대초,30088506,840.78
부여군,제과/커피/패스트푸드,201702,F,30대초,8561440.72,847.28
당진시,일식/중식/양식,201703,F,60대초,26026938,854.91
홍성군,일식/중식/양식,201706,F,50대초,31625784,856.35
공주시,일식/중식/양식,201708,M,60대초,21543860,858.13
태안군,일식/중식/양식,201701,M,30대초,28887201.2,861.52
예산군,일식/중식/양식,201710,M,50대후,30745041,861.54
부여군,한식,201703,F,20대후,32125779,869.4
서천군,제과/커피/패스트푸드,201704,F,40대초,9764615.2,878.89
보령시,일식/중식/양식,201705,F,50대후,52254180,881.1
서천군,제과/커피/패스트푸드,201706,M,40대후,12054034.5,892.68
계룡시,제과/커피/패스트푸드,201706,M,50대후,10278950.7,892.68
태안군,일식/중식/양식,201702,M,20대후,25505032,894.88
홍성군,일식/중식/양식,201708,F,50대후,33832175,895.44
예산군,제과/커피/패스트푸드,201703,F,20대초,9151666.65,903.21
서천군,한식,201705,F,60대초,45392490,905.85
보령시,한식,201707,F,60대후,38656716,909.72
공주시,제과/커피/패스트푸드,201709,M,60대초,12061502.1,913.14
홍성군,일식/중식/양식,201712,F,50대후,59778082,927.42
아산시,일식/중식/양식,201705,M,60대후,27423495,930.6
보령시,한식,201708,F,60대후,47209942,932.75
서천군,제과/커피/패스트푸드,201708,M,20대초,8850305.1,932.75
서산시,한식,201701,F,70대이상,34892044,934.12
서천군,제과/커피/패스트푸드,201701,M,20대초,9166718,934.12
서천군,제과/커피/패스트푸드,201706,M,20대후,8769179.7,939.39
보령시,일식/중식/양식,201701,F,50대초,48092176,948.64
부여군,제과/커피/패스트푸드,201710,M,50대후,8991519.3,949.77
보령시,한식,201703,F,20대초,32220447,951.51
부여군,제과/커피/패스트푸드,201708,M,50대후,10027968.6,959.4
아산시,제과/커피/패스트푸드,201710,F,70대이상,11566330.2,960.15
논산시,일식/중식/양식,201710,F,50대초,25853466,960.15
부여군,제과/커피/패스트푸드,201703,F,40대후,9918718.95,961.17
금산군,제과/커피/패스트푸드,201703,F,30대후,10044854.4,961.17
천안시,일식/중식/양식,201711,F,60대후,42914861.2,963.02
서천군,제과/커피/패스트푸드,201709,M,40대후,12311230.5,964.44
홍성군,제과/커피/패스트푸드,201705,F,50대후,10098049.5,965.25
예산군,일식/중식/양식,201706,M,50대초,28611432,965.34
당진시,제과/커피/패스트푸드,201708,M,60대후,9705556.9,986.05
논산시,일식/중식/양식,201707,F,30대초,21694215.2,989.52
논산시,일식/중식/양식,201712,F,20대후,35793082,1002.04
서천군,제과/커피/패스트푸드,201703,F,30대후,11844560.7,1009.47
보령시,제과/커피/패스트푸드,201711,M,50대후,13991066.6,1011.44
태안군,제과/커피/패스트푸드,201712,M,50대초,16015317.5,1012.7
홍성군,일식/중식/양식,201708,M,50대후,48837724,1018.03
공주시,일식/중식/양식,201701,F,30대초,25552538,1021.24
공주시,제과/커피/패스트푸드,201708,M,60대초,12806710.8,1023.36
태안군,한식,201703,M,70대이상,53771424,1023.96
부여군,한식,201704,M,60대후,43821259,1026.19
금산군,제과/커피/패스트푸드,201703,F,40대후,11361512.4,1028.79
청양군,한식,201702,M,40대후,39523708,1032.92
태안군,제과/커피/패스트푸드,201707,M,50대초,13707299.2,1037.4
홍성군,일식/중식/양식,201705,F,20대후,31473585,1039.5
계룡시,한식,201701,F,30대초,39544252,1050.28
금산군,제과/커피/패스트푸드,201709,M,40대초,17175701.7,1056.78
홍성군,제과/커피/패스트푸드,201701,M,50대후,14917025.2,1074.48
금산군,제과/커피/패스트푸드,201712,F,30대후,15428697.7,1076.66
부여군,제과/커피/패스트푸드,201702,M,30대초,10760313.2,1080.52
금산군,제과/커피/패스트푸드,201703,M,30대후,14565686.1,1081.92
서천군,제과/커피/패스트푸드,201712,M,30대초,12373541.7,1081.99
홍성군,일식/중식/양식,201701,F,50대초,67197108,1084.16
태안군,한식,201706,F,20대초,41630806.5,1084.71
서천군,제과/커피/패스트푸드,201705,F,30대후,14227933.5,1093.95
아산시,제과/커피/패스트푸드,201705,M,60대후,11163091.5,1098.9
태안군,일식/중식/양식,201712,M,30대후,40942928,1103.31
부여군,제과/커피/패스트푸드,201712,F,20대초,9426584.7,1108.64
천안시,일식/중식/양식,201707,M,70대이상,36141686,1111.88
홍성군,한식,201712,M,70대이상,47495097,1119.3
금산군,제과/커피/패스트푸드,201706,F,40대후,15008078.7,1121.04
홍성군,제과/커피/패스트푸드,201706,F,50대후,12836115.6,1121.04
서천군,제과/커피/패스트푸드,201711,M,30대후,13003029.6,1124.42
부여군,한식,201702,F,50대초,42470624,1128.12
예산군,제과/커피/패스트푸드,201709,M,20대초,9500093.1,1128.6
당진시,일식/중식/양식,201704,F,60대초,31620891,1134.21
보령시,일식/중식/양식,201703,F,20대후,51836043,1135.05
계룡시,제과/커피/패스트푸드,201705,F,50대초,10850647.5,1138.5
서천군,한식,201712,M,20대후,36629470.93,1140.62
예산군,제과/커피/패스트푸드,201709,F,20대초,9130014.9,1143.99
부여군,제과/커피/패스트푸드,201704,F,20대후,11880579.7,1144.03
예산군,제과/커피/패스트푸드,201708,M,20대초,10934654.9,1145.95
계룡시,한식,201705,F,50대후,38761272,1148.4
홍성군,일식/중식/양식,201707,F,20대후,30140460,1149.12
서천군,한식,201703,M,20대후,38879085,1149.54
계룡시,한식,201712,F,30대초,35484475,1151.28
서천군,한식,201710,F,30대초,51482724,1152.18
계룡시,제과/커피/패스트푸드,201702,F,30대초,11198804.4,1156.68
홍성군,일식/중식/양식,201706,F,20대후,35911374.6,1162.56
논산시,일식/중식/양식,201704,M,50대후,30350674,1163.67
태안군,일식/중식/양식,201706,M,20대후,34771962,1167.75
금산군,제과/커피/패스트푸드,201707,M,30대후,20506339,1170.4
태안군,한식,201709,M,70대이상,57195396,1179.9
부여군,제과/커피/패스트푸드,201701,F,30대초,12438074,1180.96
공주시,한식,201701,F,60대후,31277774,1185.8
홍성군,한식,201703,F,60대초,40631409,1188.18
논산시,일식/중식/양식,201711,F,30대후,38692153,1188.98
금산군,제과/커피/패스트푸드,201709,F,40대후,15361579.8,1195.29
부여군,한식,201701,M,60대초,46471260,1195.48
서산시,일식/중식/양식,201708,F,50대후,40672697,1199.25
부여군,한식,201702,F,30대후,46426184,1204.28
공주시,일식/중식/양식,201711,F,30대초,29296305.8,1205.12
금산군,일식/중식/양식,201709,M,50대초,30603528,1205.55
태안군,제과/커피/패스트푸드,201701,F,30대후,15818475.2,1214.84
홍성군,제과/커피/패스트푸드,201708,M,50대후,14627225.6,1220.57
공주시,일식/중식/양식,201709,F,30대초,32370351.3,1220.94
당진시,일식/중식/양식,201708,M,60대후,32444776,1225.9
