날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
34807,108,13,9,20
34808,108,11,6,16
34809,108,11,6,17
34810,108,11,7,16
34811,108,12,10,13
34812,108,13,8,18
34813,108,12,7,18
34814,108,13,9,19
34815,108,13,7,19
34816,108,14,9,21
34817,108,16,9,23
34818,108,17,11,24
34819,108,18,10,25
34820,108,20,15,26
34821,108,17,13,22
34822,108,13,9,17
34823,108,12,8,17
34824,108,14,8,19
34825,108,17,13,23
34826,108,17,14,22
34827,108,18,10,25
34828,108,20,14,25
34829,108,14,10,20
34830,108,13,6,19
34831,108,17,8,25
34832,108,14,10,17
34833,108,12,9,13
34834,108,16,12,21
34835,108,19,11,25
34836,108,19,13,25
34837,108,21,13,29
34838,108,22,15,26
34839,108,17,15,22
34840,108,18,14,20
34841,108,16,10,22
34842,108,19,12,26
34843,108,21,16,25
34844,108,19,16,20
34845,108,18,13,23
34846,108,18,11,24
34847,108,18,16,21
34848,108,19,15,23
34849,108,18,14,21
34850,108,18,14,23
34851,108,20,12,28
34852,108,18,15,20
34853,108,17,15,18
34854,108,18,14,22
34855,108,18,12,24
34856,108,20,15,27
34857,108,22,16,28
34858,108,23,19,29
34859,108,23,17,29
34860,108,23,18,28
34861,108,23,19,29
34862,108,22,16,27
34863,108,23,19,29
34864,108,22,16,27
34865,108,22,18,27
34866,108,22,18,29
34867,108,23,19,29
34868,108,19,17,22
34869,108,20,17,24
34870,108,23,18,28
34871,108,25,21,30
34872,108,22,19,25
34873,108,22,19,26
34874,108,23,20,27
34875,108,23,21,26
34876,108,22,19,25
34877,108,22,19,26
34878,108,23,19,28
34879,108,24,20,29
34880,108,22,21,25
34881,108,22,19,26
34882,108,22,19,25
34883,108,23,19,27
34884,108,23,18,27
34885,108,23,18,28
34886,108,23,19,27
34887,108,25,20,31
34888,108,23,21,24
34889,108,23,23,25
34890,108,23,21,24
34891,108,24,23,26
34892,108,26,25,27
34893,108,24,23,26
34894,108,24,23,26
34895,108,25,24,27
34896,108,24,22,26
34897,108,24,21,29
34898,108,23,20,27
34899,108,20,18,23
34900,108,20,18,21
34901,108,23,19,27
34902,108,26,20,31
34903,108,29,24,34
34904,108,27,24,29
34905,108,26,24,30
34906,108,29,25,32
34907,108,28,26,31
34908,108,27,25,32
34909,108,27,23,30
34910,108,28,25,31
34911,108,28,26,31
34912,108,27,25,31
34913,108,27,26,29
34914,108,28,26,31
34915,108,28,26,31
34916,108,27,25,28
34917,108,28,25,32
34918,108,27,26,29
34919,108,25,23,28
34920,108,26,23,28
34921,108,27,24,30
34922,108,27,24,31
34923,108,26,24,31
34924,108,28,25,30
34925,108,29,27,34
34926,108,29,26,34
34927,108,28,24,32
34928,108,28,25,32
34929,108,28,26,32
34930,108,25,21,27
34931,108,25,22,28
34932,108,26,23,30
34933,108,26,22,30
34934,108,24,22,26
34935,108,24,23,26
34936,108,23,21,24
34937,108,22,21,23
34938,108,24,20,29
34939,108,25,22,29
34940,108,24,20,29
34941,108,23,19,25
34942,108,25,21,30
34943,108,25,22,28
34944,108,26,23,27
34945,108,23,20,25
34946,108,23,17,27
34947,108,21,16,26
34948,108,20,19,21
34949,108,21,19,22
34950,108,23,18,28
34951,108,19,17,21
34952,108,19,16,25
34953,108,18,13,23
34954,108,19,12,26
34955,108,20,16,25
34956,108,21,17,25
34957,108,21,17,25
34958,108,20,14,26
34959,108,19,13,24
34960,108,19,14,25
34961,108,20,15,25
34962,108,20,16,25
34963,108,19,14,25
34964,108,20,14,26
34965,108,20,18,25
34966,108,21,18,25
34967,108,18,14,22
34968,108,17,11,21
34969,108,15,11,20
34970,108,17,11,22
34971,108,18,14,24
34972,108,20,14,26
34973,108,18,15,23
34974,108,19,13,25
34975,108,18,16,20
34976,108,18,13,22
34977,108,14,9,19
34978,108,12,6,18
34979,108,14,8,20
34980,108,16,11,22
34981,108,17,13,22
34982,108,16,11,23
34983,108,17,11,24
34984,108,17,11,25
34985,108,18,11,26
34986,108,19,14,24
34987,108,18,15,20
34988,108,15,12,17
34989,108,15,10,21
34990,108,15,10,18
34991,108,17,12,23
34992,108,16,10,22
34993,108,16,12,20
34994,108,15,9,22
34995,108,15,10,21
34996,108,14,10,17
34997,108,12,7,18
34998,108,15,10,20
34999,108,15,9,21
35000,108,15,13,20
35001,108,15,9,20
35002,108,14,9,17
35003,108,7,4,10
35004,108,3,1,6
35005,108,6,1,12
35006,108,10,4,18
35007,108,10,5,17
35008,108,11,5,18
35009,108,13,7,19
35010,108,6,0,14
35011,108,1,1,5
35012,108,4,2,10
35013,108,8,4,10
35014,108,7,1,13
35015,108,12,7,17
35016,108,14,11,18
35017,108,7,2,14
35018,108,4,0,10
35019,108,7,1,13
35020,108,11,9,14
35021,108,10,7,15
35022,108,7,4,11
35023,108,3,1,6
35024,108,3,2,9
35025,108,6,4,9
35026,108,1,3,7
35027,108,1,4,6
35028,108,3,1,8
35029,108,5,1,10
35030,108,2,3,6
35031,108,3,2,9
35032,108,5,0,10
35033,108,4,0,8
35034,108,2,1,6
35035,108,2,2,7
35036,108,1,2,6
35037,108,1,3,3
35038,108,4,6,1
35039,108,3,6,2
35040,108,2,6,2
35041,108,3,5,1
35042,108,1,5,4
35043,108,1,4,7
35044,108,4,1,7
35045,108,3,1,7
35046,108,3,0,6
35047,108,4,1,7
35048,108,1,2,2
35049,108,1,5,3
35050,108,2,4,2
35051,108,1,5,3
35052,108,0,4,5
35053,108,1,1,5
35054,108,1,4,3
35055,108,1,5,6
35056,108,1,2,5
35057,108,5,8,2
35058,108,8,10,4
35059,108,6,10,1
35060,108,3,8,2
35061,108,0,4,3
35062,108,6,9,3
35063,108,7,10,3
35064,108,3,7,2
35065,108,3,8,3
35066,108,0,4,4
35067,108,5,9,6
35068,108,5,11,0
35069,108,0,2,2
35070,108,5,2,9
35071,108,3,1,5
35072,108,6,9,2
35073,108,7,10,2
35074,108,4,8,0
35075,108,3,8,3
35076,108,1,6,9
35077,108,3,1,10
35078,108,4,3,5
35079,108,2,1,3
35080,108,4,7,1
35081,108,5,8,1
35082,108,4,7,0
35083,108,3,6,2
35084,108,1,3,3
35085,108,1,4,3
35086,108,1,5,3
35087,108,3,6,0
35088,108,4,7,0
35089,108,6,8,3
35090,108,6,10,0
35091,108,2,6,3
35092,108,2,2,6
35093,108,1,5,3
35094,108,6,9,3
35095,108,8,10,2
35096,108,9,11,5
35097,108,10,14,5
35098,108,5,11,1
35099,108,1,4,3
35100,108,6,8,0
35101,108,7,11,2
35102,108,4,9,0
35103,108,3,7,1
35104,108,6,8,3
35105,108,5,9,0
35106,108,0,5,4
35107,108,7,3,11
35108,108,8,4,14
35109,108,7,3,11
35110,108,1,4,6
35111,108,2,7,3
35112,108,2,6,3
35113,108,2,5,3
35114,108,3,7,2
35115,108,4,8,0
35116,108,4,7,1
35117,108,2,7,3
35118,108,0,4,5
35119,108,1,5,7
35120,108,2,1,6
35121,108,2,2,8
35122,108,1,5,3
35123,108,0,6,5
35124,108,3,1,6
35125,108,1,2,5
35126,108,2,3,7
35127,108,2,3,8
35128,108,3,0,8
35129,108,3,1,9
35130,108,5,1,10
35131,108,6,2,8
35132,108,3,1,7
35133,108,3,1,6
35134,108,3,2,8
35135,108,2,1,4
35136,108,1,4,6
35137,108,2,2,7
35138,108,9,6,13
35139,108,10,6,15
35140,108,6,4,10
35141,108,5,0,7
35142,108,2,2,6
35143,108,2,2,7
35144,108,5,2,13
35145,108,6,4,9
35146,108,7,3,11
35147,108,7,3,12
35148,108,5,1,6
35149,108,4,1,10
35150,108,7,1,16
35151,108,9,4,15
35152,108,9,3,14
35153,108,11,6,18
35154,108,8,6,11
35155,108,6,4,8
35156,108,5,2,9
35157,108,3,1,8
35158,108,4,0,9
35159,108,5,0,11
35160,108,9,4,15
35161,108,7,5,11
35162,108,8,6,12
35163,108,9,3,16
35164,108,10,5,15
35165,108,8,4,12
35166,108,6,2,11
35167,108,7,2,13
35168,108,8,2,14
35169,108,10,5,16
35170,108,10,5,16
35171,108,10,6,14
35172,108,10,6,12
35173,108,9,5,14
35174,108,9,4,16
35175,108,11,6,16
35176,108,10,6,15
35177,108,12,6,18
35178,108,14,8,19
35179,108,14,8,20
35180,108,16,12,21
35181,108,17,12,22
35182,108,18,14,23
35183,108,18,13,23
35184,108,16,13,19
35185,108,15,14,16
35186,108,14,11,17
35187,108,15,10,22
35188,108,18,11,25
35189,108,16,13,19
35190,108,15,10,20
35191,108,16,11,22
35192,108,17,13,24
35193,108,14,12,19
35194,108,14,10,19
35195,108,16,10,22
35196,108,15,12,20
35197,108,15,10,21
35198,108,17,11,22
35199,108,17,12,22
35200,108,20,13,27
35201,108,21,14,28
35202,108,22,14,30
35203,108,23,16,28
35204,108,19,15,24
35205,108,18,15,21
35206,108,17,13,22
35207,108,18,11,25
35208,108,20,13,27
35209,108,21,14,27
35210,108,21,15,27
35211,108,21,16,28
35212,108,21,15,29
35213,108,22,17,28
35214,108,23,19,29
35215,108,22,19,25
35216,108,24,17,31
35217,108,25,19,33
35218,108,23,20,28
35219,108,21,19,24
35220,108,22,17,29
35221,108,23,17,30
35222,108,23,17,30
35223,108,23,21,25
35224,108,25,21,31
35225,108,24,20,30
35226,108,20,20,22
35227,108,22,19,26
35228,108,23,18,29
35229,108,24,22,29
35230,108,23,20,26
35231,108,24,21,29
35232,108,24,21,28
35233,108,21,18,24
35234,108,20,15,26
35235,108,22,19,28
35236,108,21,20,24
35237,108,22,20,26
35238,108,23,21,27
35239,108,23,20,27
35240,108,21,19,22
35241,108,22,18,26
35242,108,23,18,27
35243,108,20,19,21
35244,108,20,19,22
35245,108,21,19,24
35246,108,20,18,22
35247,108,22,19,28
35248,108,22,20,25
35249,108,24,20,29
35250,108,22,21,24
35251,108,24,19,29
35252,108,22,21,24
35253,108,23,19,28
35254,108,23,17,28
35255,108,23,17,29
35256,108,24,18,29
35257,108,25,20,28
35258,108,25,22,30
35259,108,23,20,27
35260,108,23,21,26
35261,108,23,21,26
35262,108,22,20,25
35263,108,23,20,27
35264,108,28,23,34
35265,108,27,24,32
35266,108,25,23,26
35267,108,25,24,28
35268,108,24,22,26
35269,108,26,22,30
35270,108,27,23,29
35271,108,27,25,30
35272,108,24,22,27
35273,108,24,22,26
35274,108,24,22,29
35275,108,28,25,32
35276,108,28,25,32
35277,108,29,24,35
35278,108,30,25,35
35279,108,30,25,34
35280,108,30,27,34
35281,108,28,26,31
35282,108,28,25,33
35283,108,28,25,32
35284,108,28,27,30
35285,108,27,25,31
35286,108,28,25,33
35287,108,28,25,31
35288,108,29,26,33
35289,108,28,24,32
35290,108,27,24,31
35291,108,29,25,33
35292,108,26,24,30
35293,108,26,23,30
35294,108,27,23,31
35295,108,28,24,33
35296,108,28,23,33
35297,108,28,24,32
35298,108,28,25,33
35299,108,27,25,30
35300,108,23,21,27
35301,108,24,20,29
35302,108,20,19,22
35303,108,19,18,20
35304,108,19,18,21
35305,108,20,18,23
35306,108,23,18,27
35307,108,22,19,24
35308,108,23,19,28
35309,108,24,18,30
35310,108,24,17,31
35311,108,24,20,29
35312,108,22,20,26
35313,108,21,18,24
35314,108,23,18,27
35315,108,23,17,29
35316,108,24,19,29
35317,108,22,19,27
35318,108,23,18,28
35319,108,23,19,29
35320,108,23,18,28
35321,108,22,18,28
35322,108,23,18,29
35323,108,24,19,30
35324,108,23,19,28
35325,108,22,18,26
35326,108,23,18,27
35327,108,22,19,26
35328,108,21,17,25
35329,108,19,12,26
35330,108,19,13,26
35331,108,21,16,27
35332,108,23,20,27
35333,108,22,19,29
35334,108,21,18,26
35335,108,22,17,27
35336,108,18,16,21
35337,108,20,16,27
35338,108,21,14,28
35339,108,19,15,23
35340,108,15,14,18
35341,108,16,14,22
35342,108,17,12,24
35343,108,18,13,24
35344,108,16,13,18
35345,108,14,10,18
35346,108,14,8,19
35347,108,15,11,19
35348,108,14,8,21
35349,108,16,10,23
35350,108,18,14,23
35351,108,17,11,22
35352,108,16,12,22
35353,108,12,9,17
35354,108,11,6,17
35355,108,11,7,15
35356,108,14,9,18
35357,108,14,9,19
35358,108,14,10,20
35359,108,15,10,21
35360,108,16,10,23
35361,108,17,12,23
35362,108,15,14,17
35363,108,14,8,16
35364,108,6,1,11
35365,108,7,0,14
35366,108,11,5,16
35367,108,17,12,22
35368,108,17,13,20
35369,108,15,12,19
35370,108,12,11,14
35371,108,11,8,16
35372,108,10,5,16
35373,108,11,7,15
35374,108,14,11,16
35375,108,8,3,13
35376,108,7,4,10
35377,108,9,4,13
35378,108,10,8,14
35379,108,11,6,16
35380,108,13,8,19
35381,108,8,6,11
35382,108,6,2,11
35383,108,4,1,7
35384,108,2,1,6
35385,108,2,2,6
35386,108,3,1,5
35387,108,5,1,9
35388,108,5,1,10
35389,108,7,4,11
35390,108,6,1,10
35391,108,3,1,7
35392,108,3,1,6
35393,108,5,2,8
35394,108,6,1,13
35395,108,8,5,11
35396,108,3,3,8
35397,108,1,6,5
35398,108,0,4,2
35399,108,4,8,1
35400,108,8,11,4
35401,108,4,9,2
35402,108,0,5,5
35403,108,3,1,4
35404,108,1,7,4
35405,108,6,9,2
35406,108,4,7,1
35407,108,2,4,8
35408,108,4,2,8
35409,108,4,1,8
35410,108,4,1,8
35411,108,3,2,8
35412,108,5,1,10
35413,108,7,4,12
35414,108,7,4,13
35415,108,8,5,13
35416,108,5,4,8
35417,108,5,8,3
35418,108,3,6,1
35419,108,1,6,4
35420,108,4,0,8
35421,108,4,1,7
35422,108,3,6,2
35423,108,4,1,9
35424,108,4,0,8
35425,108,2,3,8
35426,108,3,2,9
35427,108,2,2,7
35428,108,2,2,8
35429,108,3,2,7
35430,108,4,0,7
35431,108,1,10,8
35432,108,8,11,5
35433,108,7,10,3
35434,108,5,10,1
35435,108,2,6,2
35436,108,7,8,5
35437,108,6,9,3
35438,108,4,8,1
35439,108,2,7,2
35440,108,1,5,3
35441,108,1,5,4
35442,108,0,3,4
35443,108,2,4,6
35444,108,5,7,3
35445,108,5,9,1
35446,108,1,5,3
35447,108,1,3,4
35448,108,4,6,0
35449,108,3,9,2
35450,108,0,4,5
35451,108,10,12,4
35452,108,8,14,3
35453,108,5,8,1
35454,108,6,9,1
35455,108,3,9,2
35456,108,1,3,6
35457,108,2,3,6
35458,108,2,6,2
35459,108,4,7,0
35460,108,4,8,1
35461,108,3,5,1
35462,108,3,7,3
35463,108,3,6,2
35464,108,4,8,2
35465,108,2,7,4
35466,108,0,4,4
35467,108,2,4,1
35468,108,1,5,4
35469,108,1,5,7
35470,108,2,3,9
35471,108,0,4,5
35472,108,3,6,2
35473,108,3,6,1
35474,108,1,6,4
35475,108,2,4,7
35476,108,4,1,8
35477,108,4,7,2
35478,108,3,7,2
35479,108,2,5,2
35480,108,1,5,6
35481,108,4,0,9
35482,108,0,3,3
35483,108,0,6,6
35484,108,3,3,10
35485,108,6,1,13
35486,108,6,4,8
35487,108,7,2,12
35488,108,9,4,15
35489,108,6,3,9
35490,108,3,0,8
35491,108,1,2,5
35492,108,1,4,6
35493,108,5,1,10
35494,108,8,4,12
35495,108,7,5,8
35496,108,7,4,11
35497,108,6,2,10
35498,108,9,3,14
35499,108,9,6,12
35500,108,8,4,14
35501,108,11,4,18
35502,108,13,7,20
35503,108,8,4,12
35504,108,4,4,6
35505,108,5,2,10
35506,108,6,0,13
35507,108,6,1,12
35508,108,9,2,16
35509,108,10,5,16
35510,108,8,6,13
35511,108,8,4,14
35512,108,5,2,9
35513,108,5,0,11
35514,108,7,1,13
35515,108,9,5,15
35516,108,10,4,16
35517,108,11,5,17
35518,108,8,3,14
35519,108,2,0,7
35520,108,4,1,9
35521,108,10,3,18
35522,108,10,8,13
35523,108,13,8,18
35524,108,11,10,13
35525,108,12,10,14
35526,108,9,8,11
35527,108,12,6,18
35528,108,12,9,17
35529,108,10,7,14
35530,108,10,6,16
35531,108,12,7,17
35532,108,12,7,19
35533,108,14,7,21
35534,108,15,10,21
35535,108,14,9,21
35536,108,12,9,17
35537,108,10,8,13
35538,108,12,6,18
35539,108,14,7,20
35540,108,16,9,22
35541,108,16,11,22
35542,108,14,8,20
35543,108,15,10,21
35544,108,14,10,20
35545,108,14,9,20
35546,108,15,9,20
35547,108,16,8,22
35548,108,16,11,20
35549,108,15,13,18
35550,108,16,12,21
35551,108,16,10,22
35552,108,17,10,24
35553,108,21,17,26
35554,108,16,14,20
35555,108,20,13,28
35556,108,18,16,19
35557,108,19,15,22
35558,108,13,11,16
35559,108,15,9,20
35560,108,16,11,22
35561,108,19,12,25
35562,108,18,16,21
35563,108,16,16,17
35564,108,16,15,17
35565,108,19,16,24
35566,108,18,14,22
35567,108,17,13,22
35568,108,18,13,24
35569,108,16,12,20
35570,108,14,10,19
35571,108,16,11,20
35572,108,17,12,23
35573,108,15,10,19
35574,108,14,10,19
35575,108,17,11,22
35576,108,18,13,24
35577,108,19,14,25
35578,108,18,16,22
35579,108,17,16,19
35580,108,16,14,18
35581,108,19,14,25
35582,108,19,14,27
35583,108,17,12,21
35584,108,18,13,24
35585,108,20,15,25
35586,108,18,16,21
35587,108,21,14,28
35588,108,23,17,29
35589,108,23,20,26
35590,108,23,19,27
35591,108,23,17,29
35592,108,23,17,29
35593,108,23,19,28
35594,108,25,18,31
35595,108,26,20,32
35596,108,27,20,35
35597,108,27,22,32
35598,108,27,20,34
35599,108,28,22,35
35600,108,27,24,31
35601,108,24,21,26
35602,108,24,21,29
35603,108,24,21,26
35604,108,25,20,31
35605,108,26,20,32
35606,108,22,20,24
35607,108,23,21,26
35608,108,22,21,24
35609,108,26,21,32
35610,108,26,20,32
35611,108,26,23,31
35612,108,22,20,23
35613,108,25,22,29
35614,108,25,24,27
35615,108,24,22,25
35616,108,21,19,24
35617,108,20,18,23
35618,108,23,18,27
35619,108,24,20,29
35620,108,25,20,30
35621,108,27,21,32
35622,108,27,23,32
35623,108,23,21,25
35624,108,25,20,31
35625,108,26,22,30
35626,108,23,22,24
35627,108,25,23,29
35628,108,26,22,31
35629,108,26,22,31
35630,108,27,22,32
35631,108,28,24,32
35632,108,28,26,31
35633,108,29,24,34
35634,108,30,24,34
35635,108,30,26,33
35636,108,29,26,33
35637,108,30,26,36
35638,108,30,25,34
35639,108,29,26,34
35640,108,29,27,34
35641,108,28,25,32
35642,108,29,26,32
35643,108,29,26,34
35644,108,28,26,32
35645,108,25,22,28
35646,108,22,21,24
35647,108,25,20,31
35648,108,27,24,33
35649,108,28,23,33
35650,108,29,26,34
35651,108,28,25,33
35652,108,27,22,32
35653,108,27,25,31
35654,108,28,24,32
35655,108,28,22,33
35656,108,28,24,32
35657,108,27,22,33
35658,108,27,22,32
35659,108,27,22,32
35660,108,28,25,34
35661,108,26,24,29
35662,108,29,25,33
35663,108,25,22,30
35664,108,25,21,29
35665,108,26,22,31
35666,108,27,22,32
35667,108,27,24,31
35668,108,26,23,30
35669,108,27,23,31
35670,108,26,22,30
35671,108,26,24,31
35672,108,27,25,31
35673,108,28,25,30
35674,108,28,26,32
35675,108,24,21,27
35676,108,23,20,28
35677,108,24,19,30
35678,108,24,19,30
35679,108,26,20,32
35680,108,25,19,32
35681,108,25,20,32
35682,108,25,20,30
35683,108,23,20,27
35684,108,22,18,28
35685,108,21,18,22
35686,108,19,17,23
35687,108,19,16,25
35688,108,19,15,25
35689,108,18,15,22
35690,108,20,14,26
35691,108,18,13,24
35692,108,18,11,25
35693,108,17,13,23
35694,108,16,11,22
35695,108,18,10,25
35696,108,19,13,25
35697,108,18,12,24
35698,108,15,14,18
35699,108,14,12,17
35700,108,16,11,22
35701,108,17,12,22
35702,108,17,12,24
35703,108,18,12,25
35704,108,19,13,26
35705,108,20,14,26
35706,108,19,13,25
35707,108,17,14,20
35708,108,16,10,22
35709,108,16,10,22
35710,108,15,11,20
35711,108,12,9,17
35712,108,14,6,19
35713,108,17,10,22
35714,108,11,7,17
35715,108,10,4,15
35716,108,13,6,20
35717,108,14,11,19
35718,108,13,7,20
35719,108,15,9,22
35720,108,17,14,21
35721,108,14,10,21
35722,108,17,9,23
35723,108,19,13,25
35724,108,18,13,23
35725,108,16,8,23
35726,108,17,11,24
35727,108,11,6,18
35728,108,7,4,12
35729,108,8,3,12
35730,108,7,3,12
35731,108,8,3,13
35732,108,9,5,15
35733,108,4,1,8
35734,108,3,2,10
35735,108,6,0,13
35736,108,8,2,16
35737,108,11,5,17
35738,108,11,8,17
35739,108,10,6,16
35740,108,10,5,17
35741,108,11,4,17
35742,108,11,5,17
35743,108,11,5,17
35744,108,13,8,19
35745,108,14,6,20
35746,108,13,11,15
35747,108,12,9,16
35748,108,10,9,12
35749,108,9,4,14
35750,108,10,5,16
35751,108,3,0,8
35752,108,0,3,4
35753,108,2,3,7
35754,108,7,0,13
35755,108,9,7,11
35756,108,11,7,17
35757,108,8,5,13
35758,108,10,4,15
35759,108,12,9,13
35760,108,9,3,13
35761,108,4,0,8
35762,108,9,5,12
35763,108,8,6,9
35764,108,6,3,10
35765,108,1,6,3
35766,108,7,9,3
35767,108,7,11,4
35768,108,1,7,5
35769,108,4,2,10
35770,108,6,3,8
35771,108,6,5,8
35772,108,2,2,5
35773,108,5,8,2
35774,108,7,11,4
35775,108,5,7,2
35776,108,4,8,1
35777,108,1,5,3
35778,108,2,2,5
35779,108,3,0,7
35780,108,2,2,6
35781,108,5,2,8
35782,108,8,5,9
35783,108,10,7,13
35784,108,6,4,10
35785,108,6,2,11
35786,108,6,4,10
35787,108,6,3,12
35788,108,5,2,10
35789,108,5,0,11
35790,108,5,0,11
35791,108,4,1,8
35792,108,1,2,5
35793,108,1,4,3
35794,108,1,2,6
35795,108,1,4,6
35796,108,2,0,5
35797,108,3,1,7
35798,108,5,3,8
35799,108,6,8,5
35800,108,1,6,4
35801,108,1,5,2
35802,108,1,4,4
35803,108,2,0,4
35804,108,2,2,6
35805,108,3,1,7
35806,108,4,2,7
35807,108,1,1,4
35808,108,1,1,5
35809,108,3,2,7
35810,108,2,0,5
35811,108,2,2,6
35812,108,3,1,7
35813,108,7,12,1
35814,108,10,14,6
35815,108,4,8,0
35816,108,5,8,2
35817,108,2,6,3
35818,108,7,12,4
35819,108,12,15,8
35820,108,7,13,2
35821,108,3,6,0
35822,108,4,7,1
35823,108,5,8,0
35824,108,3,9,3
35825,108,2,1,6
35826,108,2,4,2
35827,108,2,6,3
35828,108,0,5,5
35829,108,1,2,5
35830,108,1,4,4
35831,108,0,6,5
35832,108,3,1,7
35833,108,2,1,6
35834,108,4,6,0
35835,108,5,8,2
35836,108,3,8,2
35837,108,2,4,8
35838,108,7,4,11
35839,108,3,1,5
35840,108,2,2,6
35841,108,2,1,7
35842,108,3,1,7
35843,108,5,0,11
35844,108,7,2,12
35845,108,10,7,15
35846,108,10,7,13
35847,108,4,1,8
35848,108,6,1,13
35849,108,7,2,14
35850,108,7,4,10
35851,108,9,3,15
35852,108,7,2,12
35853,108,5,4,6
35854,108,5,2,9
35855,108,6,2,11
35856,108,6,1,11
35857,108,6,2,13
35858,108,9,2,15
35859,108,10,5,15
35860,108,9,6,14
35861,108,9,4,16
35862,108,9,3,14
35863,108,10,4,17
35864,108,7,5,12
35865,108,6,4,7
35866,108,6,2,11
35867,108,8,4,15
35868,108,4,0,9
35869,108,3,2,8
35870,108,5,1,11
35871,108,8,2,14
35872,108,11,4,17
35873,108,9,1,14
35874,108,1,3,3
35875,108,1,2,5
35876,108,2,2,6
35877,108,5,0,9
35878,108,7,2,13
35879,108,9,5,15
35880,108,9,6,13
35881,108,8,6,13
35882,108,10,5,16
35883,108,13,7,19
35884,108,12,10,15
35885,108,12,7,17
35886,108,6,4,13
35887,108,6,2,12
35888,108,8,3,14
35889,108,11,3,17
35890,108,11,8,13
35891,108,18,11,25
35892,108,16,11,21
35893,108,16,13,21
35894,108,16,13,20
35895,108,14,11,20
35896,108,17,10,26
35897,108,16,12,20
35898,108,15,12,21
35899,108,14,10,20
35900,108,14,11,18
35901,108,16,10,21
35902,108,15,13,20
35903,108,15,10,21
35904,108,17,10,23
35905,108,20,13,25
35906,108,21,18,26
35907,108,21,17,25
35908,108,21,18,25
35909,108,17,12,21
35910,108,15,12,20
35911,108,15,12,19
35912,108,18,12,25
35913,108,20,14,25
35914,108,19,16,25
35915,108,21,16,26
35916,108,19,14,22
35917,108,16,12,22
35918,108,18,11,24
35919,108,19,12,25
35920,108,20,14,27
35921,108,21,15,27
35922,108,18,16,23
35923,108,18,15,24
35924,108,17,11,23
35925,108,17,14,21
35926,108,14,10,17
35927,108,13,12,16
35928,108,17,11,24
35929,108,20,12,27
35930,108,23,17,28
35931,108,16,13,21
35932,108,16,13,19
35933,108,18,15,22
35934,108,20,14,27
35935,108,22,15,28
35936,108,24,17,31
35937,108,24,19,29
35938,108,25,19,29
35939,108,20,16,23
35940,108,19,14,25
35941,108,19,12,25
35942,108,21,13,28
35943,108,21,16,27
35944,108,19,16,23
35945,108,18,13,25
35946,108,19,13,24
35947,108,19,15,24
35948,108,17,15,18
35949,108,15,14,17
35950,108,15,13,19
35951,108,16,13,19
35952,108,18,15,22
35953,108,19,15,25
35954,108,19,16,24
35955,108,23,16,28
35956,108,24,19,30
35957,108,24,19,29
35958,108,25,19,30
35959,108,19,17,24
35960,108,21,16,27
35961,108,22,17,27
35962,108,22,17,27
35963,108,25,18,30
35964,108,24,21,27
35965,108,22,19,26
35966,108,24,19,30
35967,108,26,21,31
35968,108,26,19,32
35969,108,25,19,31
35970,108,26,21,31
35971,108,22,21,24
35972,108,21,20,23
35973,108,23,20,28
35974,108,24,21,29
35975,108,26,22,31
35976,108,25,22,29
35977,108,22,21,23
35978,108,22,21,23
35979,108,23,21,27
35980,108,25,21,30
35981,108,25,21,31
35982,108,27,23,30
35983,108,27,26,29
35984,108,24,23,26
35985,108,24,23,25
35986,108,24,24,25
35987,108,25,23,28
35988,108,26,24,30
35989,108,26,22,29
35990,108,25,22,30
35991,108,24,22,26
35992,108,23,21,27
35993,108,26,20,31
35994,108,25,22,29
35995,108,21,21,23
35996,108,25,20,29
35997,108,24,21,30
35998,108,25,21,31
35999,108,26,22,31
36000,108,26,22,30
36001,108,25,22,30
36002,108,24,20,30
36003,108,26,20,31
36004,108,27,22,32
36005,108,28,23,32
36006,108,28,25,32
36007,108,25,23,27
36008,108,25,23,28
36009,108,27,23,32
36010,108,26,24,29
36011,108,25,22,29
36012,108,27,24,29
36013,108,25,23,27
36014,108,26,23,31
36015,108,24,24,26
36016,108,26,24,30
36017,108,24,22,26
36018,108,26,24,30
36019,108,25,23,29
36020,108,27,24,30
36021,108,26,24,30
36022,108,24,23,26
36023,108,26,22,31
36024,108,25,24,28
36025,108,26,22,29
36026,108,26,23,29
36027,108,26,23,30
36028,108,25,22,31
36029,108,26,21,31
36030,108,24,22,28
36031,108,23,21,26
36032,108,24,20,29
36033,108,24,21,29
36034,108,22,19,26
36035,108,23,17,29
36036,108,24,20,30
36037,108,24,20,29
36038,108,24,20,29
36039,108,23,20,27
36040,108,23,18,28
36041,108,24,19,29
36042,108,24,19,29
36043,108,21,18,26
36044,108,23,17,29
36045,108,25,20,30
36046,108,26,23,31
36047,108,26,21,32
36048,108,27,22,33
36049,108,27,23,32
36050,108,27,22,33
36051,108,27,23,32
36052,108,26,23,29
36053,108,23,20,26
36054,108,21,16,27
36055,108,22,15,28
36056,108,23,18,29
36057,108,25,18,31
36058,108,26,22,32
36059,108,21,18,24
36060,108,20,16,27
36061,108,20,16,24
