날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
4100,108,8,2,15
4101,108,4,1,8
4102,108,5,0,10
4103,108,6,4,10
4104,108,5,3,9
4105,108,5,1,12
4106,108,9,1,19
4107,108,5,2,9
4108,108,5,2,9
4109,108,5,1,10
4110,108,6,2,12
4111,108,7,5,12
4112,108,9,3,15
4113,108,9,2,18
4114,108,10,1,19
4115,108,10,3,16
4116,108,9,8,12
4117,108,8,5,10
4118,108,7,5,9
4119,108,8,3,14
4120,108,10,3,18
4121,108,13,5,24
4122,108,12,8,20
4123,108,7,5,12
4124,108,10,5,16
4125,108,7,6,12
4126,108,8,4,13
4127,108,8,1,17
4128,108,7,0,11
4129,108,8,2,15
4130,108,9,1,18
4131,108,14,5,22
4132,108,15,13,18
4133,108,17,11,23
4134,108,9,6,14
4135,108,9,4,14
4136,108,10,4,19
4137,108,12,7,18
4138,108,11,3,19
4139,108,15,6,23
4140,108,14,7,23
4141,108,12,10,15
4142,108,15,13,19
4143,108,13,11,15
4144,108,11,7,16
4145,108,11,4,18
4146,108,13,6,20
4147,108,15,8,24
4148,108,18,9,28
4149,108,17,10,24
4150,108,15,12,22
4151,108,16,13,21
4152,108,15,12,20
4153,108,14,7,21
4154,108,13,6,21
4155,108,14,6,23
4156,108,15,8,24
4157,108,16,8,24
4158,108,17,10,24
4159,108,18,13,24
4160,108,17,10,24
4161,108,16,9,24
4162,108,17,8,26
4163,108,18,10,27
4164,108,20,13,28
4165,108,16,14,19
4166,108,18,12,24
4167,108,19,12,26
4168,108,20,13,28
4169,108,21,14,30
4170,108,20,16,26
4171,108,21,15,28
4172,108,17,16,22
4173,108,17,14,20
4174,108,18,11,25
4175,108,18,13,24
4176,108,19,16,26
4177,108,19,13,26
4178,108,20,13,29
4179,108,20,14,28
4180,108,20,14,27
4181,108,19,14,26
4182,108,21,16,29
4183,108,23,14,29
4184,108,20,17,24
4185,108,20,16,26
4186,108,20,17,25
4187,108,18,17,19
4188,108,21,17,27
4189,108,21,17,28
4190,108,23,18,31
4191,108,24,20,30
4192,108,24,19,30
4193,108,23,19,29
4194,108,19,18,21
4195,108,20,18,25
4196,108,21,17,27
4197,108,21,18,25
4198,108,20,16,26
4199,108,22,16,29
4200,108,22,19,28
4201,108,23,18,29
4202,108,24,18,29
4203,108,23,18,29
4204,108,22,17,29
4205,108,21,17,25
4206,108,20,17,23
4207,108,22,21,24
4208,108,23,21,26
4209,108,23,21,27
4210,108,23,21,28
4211,108,24,21,26
4212,108,23,20,29
4213,108,23,19,28
4214,108,23,20,25
4215,108,24,22,27
4216,108,25,23,28
4217,108,26,23,31
4218,108,27,23,31
4219,108,24,23,27
4220,108,25,22,29
4221,108,25,21,29
4222,108,23,20,29
4223,108,24,22,27
4224,108,23,21,26
4225,108,24,20,29
4226,108,24,19,31
4227,108,24,20,30
4228,108,23,20,29
4229,108,24,19,30
4230,108,25,21,31
4231,108,25,22,31
4232,108,25,22,29
4233,108,24,19,31
4234,108,24,19,30
4235,108,23,20,29
4236,108,24,21,28
4237,108,24,18,31
4238,108,25,20,32
4239,108,27,23,33
4240,108,28,24,34
4241,108,28,25,33
4242,108,29,26,35
4243,108,28,23,34
4244,108,25,19,32
4245,108,26,19,33
4246,108,25,20,32
4247,108,26,22,34
4248,108,27,23,32
4249,108,24,22,28
4250,108,25,19,32
4251,108,25,21,30
4252,108,25,21,31
4253,108,24,20,30
4254,108,21,19,23
4255,108,22,20,24
4256,108,23,20,28
4257,108,22,18,29
4258,108,25,22,30
4259,108,26,22,31
4260,108,26,23,32
4261,108,25,21,31
4262,108,26,22,33
4263,108,25,20,32
4264,108,25,21,32
4265,108,25,21,31
4266,108,24,21,28
4267,108,23,21,28
4268,108,23,19,29
4269,108,22,18,27
4270,108,20,14,26
4271,108,20,15,26
4272,108,21,15,25
4273,108,19,17,23
4274,108,20,17,22
4275,108,20,17,24
4276,108,20,17,23
4277,108,19,15,22
4278,108,17,16,20
4279,108,20,15,26
4280,108,20,14,28
4281,108,21,18,27
4282,108,20,15,27
4283,108,19,13,26
4284,108,18,11,25
4285,108,21,16,27
4286,108,20,18,23
4287,108,19,18,20
4288,108,18,16,21
4289,108,20,15,25
4290,108,20,17,25
4291,108,19,13,24
4292,108,14,8,23
4293,108,15,9,19
4294,108,15,12,21
4295,108,15,9,23
4296,108,12,5,21
4297,108,16,10,20
4298,108,17,14,22
4299,108,15,9,20
4300,108,9,6,13
4301,108,6,0,15
4302,108,9,2,15
4303,108,11,8,15
4304,108,12,5,17
4305,108,10,5,14
4306,108,8,1,15
4307,108,11,7,16
4308,108,11,3,17
4309,108,11,4,19
4310,108,10,4,20
4311,108,12,5,20
4312,108,12,6,20
4313,108,12,4,19
4314,108,13,8,20
4315,108,12,4,19
4316,108,12,7,16
4317,108,11,4,19
4318,108,11,6,16
4319,108,10,6,16
4320,108,7,0,15
4321,108,10,5,17
4322,108,10,5,17
4323,108,5,1,10
4324,108,8,0,15
4325,108,6,1,13
4326,108,7,1,14
4327,108,7,2,10
4328,108,8,4,13
4329,108,5,1,12
4330,108,5,2,12
4331,108,8,4,14
4332,108,5,0,12
4333,108,8,2,15
4334,108,11,6,14
4335,108,5,0,11
4336,108,11,3,14
4337,108,9,8,11
4338,108,12,10,14
4339,108,8,6,11
4340,108,4,1,10
4341,108,6,3,11
4342,108,4,1,11
4343,108,7,1,14
4344,108,12,8,16
4345,108,12,9,15
4346,108,7,6,10
4347,108,4,0,8
4348,108,0,4,5
4349,108,1,5,4
4350,108,0,2,2
4351,108,2,5,2
4352,108,0,5,5
4353,108,3,1,6
4354,108,6,1,10
4355,108,1,3,6
4356,108,4,4,9
4357,108,3,5,8
4358,108,6,9,2
4359,108,1,7,5
4360,108,1,5,5
4361,108,3,6,1
4362,108,5,10,1
4363,108,3,8,1
4364,108,4,9,2
4365,108,4,7,0
4366,108,5,7,2
4367,108,6,13,1
4368,108,5,9,1
4369,108,4,11,3
4370,108,3,5,6
4371,108,1,3,6
4372,108,9,12,3
4373,108,10,14,7
4374,108,8,15,2
4375,108,5,12,1
4376,108,2,5,3
4377,108,2,5,1
4378,108,3,7,1
4379,108,8,10,5
4380,108,9,14,4
4381,108,9,14,3
4382,108,5,10,1
4383,108,0,7,4
4384,108,1,7,4
4385,108,9,13,5
4386,108,7,15,3
4387,108,2,4,0
4388,108,0,6,5
4389,108,2,9,5
4390,108,3,9,3
4391,108,4,10,3
4392,108,2,8,3
4393,108,4,7,0
4394,108,7,9,3
4395,108,8,13,3
4396,108,10,15,5
4397,108,8,15,2
4398,108,8,11,4
4399,108,10,14,4
4400,108,5,13,1
4401,108,2,4,1
4402,108,6,11,1
4403,108,6,13,1
4404,108,4,10,0
4405,108,4,9,0
4406,108,6,13,1
4407,108,2,9,4
4408,108,1,3,3
4409,108,1,6,5
4410,108,3,8,4
4411,108,4,10,2
4412,108,6,11,2
4413,108,7,14,0
4414,108,6,15,2
4415,108,3,8,4
4416,108,2,10,5
4417,108,0,5,5
4418,108,2,9,6
4419,108,1,5,6
4420,108,4,6,1
4421,108,1,7,7
4422,108,2,2,8
4423,108,2,2,8
4424,108,2,7,4
4425,108,0,7,6
4426,108,2,9,6
4427,108,1,8,7
4428,108,6,1,11
4429,108,4,2,8
4430,108,1,4,5
4431,108,5,7,4
4432,108,4,6,3
4433,108,2,6,2
4434,108,1,8,6
4435,108,0,4,3
4436,108,3,0,5
4437,108,3,1,6
4438,108,5,2,9
4439,108,6,0,13
4440,108,10,6,15
4441,108,9,3,14
4442,108,6,4,10
4443,108,1,0,5
4444,108,3,1,7
4445,108,5,1,10
4446,108,7,4,10
4447,108,6,3,12
4448,108,5,1,12
4449,108,5,0,10
4450,108,6,4,10
4451,108,2,2,7
4452,108,1,4,8
4453,108,4,3,11
4454,108,4,2,9
4455,108,2,4,1
4456,108,1,6,3
4457,108,1,7,4
4458,108,2,5,8
4459,108,3,3,8
4460,108,0,1,4
4461,108,3,0,7
4462,108,3,5,9
4463,108,11,5,16
4464,108,4,1,10
4465,108,2,4,7
4466,108,3,4,9
4467,108,5,3,13
4468,108,4,3,11
4469,108,7,3,16
4470,108,9,5,13
4471,108,9,0,16
4472,108,8,4,13
4473,108,5,0,11
4474,108,6,0,11
4475,108,6,2,14
4476,108,8,0,16
4477,108,5,2,11
4478,108,5,0,11
4479,108,6,3,14
4480,108,6,0,12
4481,108,9,1,18
4482,108,12,3,22
4483,108,8,6,13
4484,108,6,2,12
4485,108,6,1,11
4486,108,7,0,15
4487,108,9,2,17
4488,108,9,6,13
4489,108,7,1,14
4490,108,7,1,14
4491,108,11,2,17
4492,108,11,7,18
4493,108,11,6,17
4494,108,12,4,21
4495,108,16,10,17
4496,108,16,12,20
4497,108,18,13,23
4498,108,13,9,19
4499,108,12,8,18
4500,108,11,8,17
4501,108,9,4,16
4502,108,12,4,20
4503,108,14,10,18
4504,108,12,10,16
4505,108,14,10,20
4506,108,14,8,21
4507,108,16,10,23
4508,108,11,8,16
4509,108,11,5,19
4510,108,13,6,18
4511,108,14,9,21
4512,108,12,5,19
4513,108,12,5,19
4514,108,14,6,20
4515,108,11,10,15
4516,108,11,9,15
4517,108,13,9,18
4518,108,14,7,21
4519,108,18,10,26
4520,108,19,12,25
4521,108,21,12,30
4522,108,19,15,23
4523,108,16,13,18
4524,108,13,11,15
4525,108,12,10,17
4526,108,14,7,20
4527,108,16,8,23
4528,108,17,11,24
4529,108,17,11,24
4530,108,17,14,24
4531,108,17,13,21
4532,108,14,7,22
4533,108,16,8,24
4534,108,16,11,22
4535,108,17,14,21
4536,108,18,12,27
4537,108,18,15,22
4538,108,20,15,26
4539,108,22,17,28
4540,108,22,13,30
4541,108,20,13,29
4542,108,21,16,26
4543,108,18,15,24
4544,108,18,15,23
4545,108,18,13,23
4546,108,19,13,25
4547,108,20,14,27
4548,108,20,15,27
4549,108,23,17,29
4550,108,20,17,24
4551,108,19,16,23
4552,108,21,15,28
4553,108,22,15,30
4554,108,22,16,30
4555,108,20,17,24
4556,108,20,17,25
4557,108,20,15,27
4558,108,22,18,29
4559,108,22,18,25
4560,108,23,19,29
4561,108,24,20,30
4562,108,23,18,28
4563,108,22,17,29
4564,108,22,14,30
4565,108,22,18,29
4566,108,24,16,31
4567,108,24,17,29
4568,108,23,16,30
4569,108,23,19,29
4570,108,24,18,30
4571,108,25,19,31
4572,108,24,20,29
4573,108,24,19,30
4574,108,26,21,30
4575,108,23,21,28
4576,108,25,21,30
4577,108,23,21,27
4578,108,24,20,28
4579,108,20,18,25
4580,108,21,18,23
4581,108,22,19,26
4582,108,25,21,29
4583,108,23,21,26
4584,108,23,21,28
4585,108,25,22,30
4586,108,25,22,27
4587,108,25,17,28
4588,108,21,17,25
4589,108,21,16,26
4590,108,23,16,28
4591,108,24,22,28
4592,108,25,21,29
4593,108,25,21,30
4594,108,26,22,32
4595,108,26,24,29
4596,108,27,25,31
4597,108,26,24,32
4598,108,27,24,32
4599,108,27,24,32
4600,108,27,23,33
4601,108,28,24,34
4602,108,27,24,31
4603,108,26,22,31
4604,108,26,20,31
4605,108,25,22,32
4606,108,27,21,33
4607,108,28,21,33
4608,108,26,23,31
4609,108,26,23,31
4610,108,26,22,32
4611,108,25,22,30
4612,108,22,21,25
4613,108,21,19,25
4614,108,20,19,22
4615,108,19,18,20
4616,108,22,19,23
4617,108,23,20,27
4618,108,23,20,27
4619,108,24,20,29
4620,108,24,19,30
4621,108,23,19,29
4622,108,24,20,28
4623,108,25,23,29
4624,108,25,22,28
4625,108,23,19,29
4626,108,24,20,29
4627,108,23,19,29
4628,108,24,19,32
4629,108,23,16,32
4630,108,24,20,29
4631,108,23,19,26
4632,108,21,20,23
4633,108,21,20,24
4634,108,21,17,27
4635,108,19,13,26
4636,108,18,16,21
4637,108,18,15,22
4638,108,14,8,21
4639,108,15,8,23
4640,108,19,12,25
4641,108,19,13,26
4642,108,15,8,25
4643,108,19,13,27
4644,108,15,9,23
4645,108,16,9,25
4646,108,18,10,24
4647,108,16,11,24
4648,108,16,11,23
4649,108,16,10,24
4650,108,17,9,23
4651,108,15,7,22
4652,108,15,8,22
4653,108,15,8,23
4654,108,16,10,24
4655,108,15,9,24
4656,108,16,9,24
4657,108,17,10,25
4658,108,17,11,24
4659,108,19,12,25
4660,108,20,14,25
4661,108,17,8,26
4662,108,19,12,25
4663,108,12,4,20
4664,108,9,1,15
4665,108,11,8,15
4666,108,11,6,16
4667,108,7,4,11
4668,108,8,1,16
4669,108,10,2,17
4670,108,11,3,19
4671,108,11,5,16
4672,108,12,8,15
4673,108,7,2,13
4674,108,8,1,17
4675,108,10,2,18
4676,108,12,3,19
4677,108,12,4,19
4678,108,13,7,17
4679,108,3,0,9
4680,108,7,1,12
4681,108,12,6,18
4682,108,12,8,19
4683,108,8,1,17
4684,108,12,4,19
4685,108,14,8,18
4686,108,9,3,15
4687,108,8,0,16
4688,108,6,1,13
4689,108,4,3,12
4690,108,7,2,15
4691,108,10,4,16
4692,108,14,9,17
4693,108,7,3,14
4694,108,1,5,4
4695,108,3,8,2
4696,108,4,8,0
4697,108,2,6,1
4698,108,2,5,7
4699,108,5,1,11
4700,108,5,0,10
4701,108,5,1,12
4702,108,3,7,7
4703,108,6,9,2
4704,108,2,10,2
4705,108,7,1,11
4706,108,6,2,10
4707,108,1,4,3
4708,108,4,7,0
4709,108,3,9,4
4710,108,0,6,8
4711,108,2,5,9
4712,108,2,3,9
4713,108,1,6,5
4714,108,1,5,5
4715,108,0,6,6
4716,108,0,5,6
4717,108,3,8,3
4718,108,1,7,3
4719,108,1,1,5
4720,108,1,7,4
4721,108,1,4,5
4722,108,0,6,6
4723,108,2,4,9
4724,108,1,4,8
4725,108,1,6,7
4726,108,8,11,5
4727,108,8,13,2
4728,108,8,14,3
4729,108,3,11,3
4730,108,1,3,4
4731,108,2,7,4
4732,108,1,3,2
4733,108,1,6,4
4734,108,1,6,3
4735,108,0,7,5
4736,108,0,2,2
4737,108,3,6,2
4738,108,3,7,2
4739,108,3,7,1
4740,108,6,11,1
4741,108,13,15,9
4742,108,11,19,7
4743,108,6,10,2
4744,108,6,13,1
4745,108,1,4,1
4746,108,2,5,2
4747,108,3,8,3
4748,108,4,10,0
4749,108,8,14,4
4750,108,10,17,4
4751,108,2,10,1
4752,108,1,3,6
4753,108,9,18,1
4754,108,13,19,7
4755,108,11,18,5
4756,108,5,10,1
4757,108,0,7,3
4758,108,0,4,4
4759,108,5,10,1
4760,108,8,11,3
4761,108,12,18,6
4762,108,12,17,5
4763,108,9,19,4
4764,108,2,6,1
4765,108,2,3,5
4766,108,0,3,3
4767,108,3,7,1
4768,108,4,10,1
4769,108,0,3,4
4770,108,1,6,5
4771,108,2,2,5
4772,108,4,7,0
4773,108,8,10,4
4774,108,9,14,4
4775,108,10,15,2
4776,108,7,14,1
4777,108,3,10,2
4778,108,6,12,1
4779,108,10,14,4
4780,108,4,12,3
4781,108,5,12,3
4782,108,3,9,3
4783,108,0,8,4
4784,108,2,0,5
4785,108,2,2,4
4786,108,8,12,0
4787,108,10,13,5
4788,108,13,18,9
4789,108,16,20,12
4790,108,13,17,10
4791,108,6,12,2
4792,108,4,11,0
4793,108,0,4,5
4794,108,2,6,4
4795,108,2,7,4
4796,108,3,9,2
4797,108,3,9,3
4798,108,1,6,7
4799,108,0,3,5
4800,108,1,6,9
4801,108,4,3,12
4802,108,0,7,4
4803,108,6,10,1
4804,108,4,10,3
4805,108,3,9,3
4806,108,5,8,1
4807,108,5,10,1
4808,108,4,9,2
4809,108,4,8,1
4810,108,5,11,1
4811,108,2,9,4
4812,108,3,7,1
4813,108,0,9,7
4814,108,2,8,4
4815,108,7,12,2
4816,108,5,11,1
4817,108,4,10,3
4818,108,3,10,5
4819,108,1,8,5
4820,108,0,7,6
4821,108,1,3,6
4822,108,0,7,8
4823,108,3,5,12
4824,108,7,0,15
4825,108,9,2,18
4826,108,10,6,16
4827,108,9,3,16
4828,108,6,3,8
4829,108,4,0,10
4830,108,2,1,6
4831,108,2,4,8
4832,108,3,2,10
4833,108,3,1,5
4834,108,2,3,8
4835,108,4,3,11
4836,108,8,4,13
4837,108,7,1,14
4838,108,7,1,15
4839,108,8,1,17
4840,108,9,1,18
4841,108,13,6,23
4842,108,13,4,24
4843,108,12,4,23
4844,108,10,5,12
4845,108,12,10,15
4846,108,12,6,20
4847,108,10,6,14
4848,108,8,3,15
4849,108,9,3,16
4850,108,10,2,15
4851,108,10,6,14
4852,108,9,1,16
4853,108,11,6,18
4854,108,10,3,17
4855,108,8,1,16
4856,108,8,2,15
4857,108,9,1,17
4858,108,9,2,17
4859,108,11,5,19
4860,108,16,5,26
4861,108,14,11,18
4862,108,9,7,14
4863,108,11,5,15
4864,108,15,11,18
4865,108,14,12,17
4866,108,12,9,17
4867,108,11,7,16
4868,108,12,6,18
4869,108,14,7,21
4870,108,13,10,20
4871,108,12,9,15
4872,108,13,8,19
4873,108,13,5,22
4874,108,13,7,20
4875,108,14,7,21
4876,108,13,11,19
4877,108,14,9,20
4878,108,12,9,15
4879,108,12,5,19
4880,108,13,5,20
4881,108,15,11,17
4882,108,17,13,21
4883,108,14,10,20
4884,108,12,10,17
4885,108,13,10,18
4886,108,13,7,18
4887,108,12,9,15
4888,108,14,11,20
4889,108,12,8,17
4890,108,13,7,20
4891,108,15,8,22
4892,108,15,8,23
4893,108,20,9,30
4894,108,20,15,28
4895,108,17,14,22
4896,108,17,12,23
4897,108,17,10,25
4898,108,15,13,20
4899,108,18,9,27
4900,108,19,10,27
4901,108,21,14,27
4902,108,21,14,27
4903,108,21,19,24
4904,108,21,17,26
4905,108,23,18,28
4906,108,22,17,28
4907,108,20,17,25
4908,108,23,15,29
4909,108,20,16,24
4910,108,22,15,27
4911,108,22,17,27
4912,108,21,17,26
4913,108,22,17,28
4914,108,23,18,31
4915,108,19,15,24
4916,108,19,17,21
4917,108,19,17,23
4918,108,19,14,26
4919,108,19,16,23
4920,108,21,16,27
4921,108,18,15,24
4922,108,20,16,26
4923,108,21,13,27
4924,108,21,17,25
4925,108,19,16,24
4926,108,20,17,24
4927,108,17,15,21
4928,108,17,15,20
4929,108,19,16,24
4930,108,20,17,25
4931,108,21,18,27
4932,108,21,16,27
4933,108,19,17,22
4934,108,20,17,24
4935,108,20,14,25
4936,108,22,18,28
4937,108,20,17,25
4938,108,20,15,25
4939,108,19,13,26
4940,108,21,15,28
4941,108,23,15,30
4942,108,21,19,24
4943,108,21,19,22
4944,108,24,20,28
4945,108,24,22,29
4946,108,21,20,22
4947,108,21,19,22
4948,108,21,20,24
4949,108,21,19,23
4950,108,24,18,28
4951,108,24,21,27
4952,108,21,19,23
4953,108,21,18,25
4954,108,23,20,29
4955,108,25,21,30
4956,108,25,21,30
4957,108,25,21,30
4958,108,26,22,30
4959,108,25,24,26
4960,108,26,22,31
4961,108,27,24,29
4962,108,26,23,32
4963,108,26,22,32
4964,108,23,17,29
4965,108,23,17,29
4966,108,23,17,29
4967,108,23,18,30
4968,108,24,19,32
4969,108,25,20,32
4970,108,24,19,30
4971,108,25,23,29
4972,108,25,23,28
4973,108,25,23,26
4974,108,25,23,27
4975,108,25,22,29
4976,108,24,19,31
4977,108,24,19,30
4978,108,26,24,28
4979,108,26,23,30
4980,108,24,22,28
4981,108,23,20,26
4982,108,26,22,31
4983,108,25,19,30
4984,108,23,17,29
4985,108,24,20,29
4986,108,23,19,28
4987,108,23,19,29
4988,108,22,17,29
4989,108,22,15,28
4990,108,23,19,27
4991,108,21,19,25
4992,108,20,14,27
4993,108,19,12,27
4994,108,19,13,27
4995,108,20,13,27
4996,108,19,13,27
4997,108,20,14,25
4998,108,21,17,27
4999,108,21,15,28
5000,108,23,19,29
5001,108,22,15,29
5002,108,23,18,30
5003,108,24,18,30
5004,108,23,18,28
5005,108,21,17,25
5006,108,19,15,25
5007,108,19,12,26
5008,108,17,11,25
5009,108,20,13,27
5010,108,20,13,27
5011,108,17,14,22
5012,108,17,13,21
5013,108,17,8,25
5014,108,18,12,24
5015,108,16,9,24
5016,108,16,8,25
5017,108,18,10,25
5018,108,17,15,21
5019,108,17,11,24
5020,108,18,14,26
5021,108,20,14,25
5022,108,21,17,28
5023,108,19,13,27
5024,108,20,13,28
5025,108,22,15,30
5026,108,15,12,19
5027,108,15,9,23
5028,108,17,12,22
5029,108,19,13,26
5030,108,18,12,25
5031,108,17,12,22
5032,108,16,11,24
5033,108,16,12,23
5034,108,16,10,23
5035,108,14,9,21
5036,108,16,7,24
5037,108,18,12,25
5038,108,13,10,18
5039,108,10,6,16
5040,108,11,4,19
5041,108,11,4,19
5042,108,11,8,13
5043,108,9,5,12
5044,108,9,3,13
5045,108,6,2,13
5046,108,9,0,17
5047,108,11,8,16
5048,108,8,2,15
5049,108,6,1,13
5050,108,7,0,16
5051,108,9,2,16
5052,108,8,2,14
5053,108,6,0,14
5054,108,5,2,12
5055,108,3,3,12
5056,108,4,4,14
5057,108,8,1,16
5058,108,8,0,17
5059,108,11,4,16
5060,108,5,1,10
5061,108,3,2,10
5062,108,7,3,14
5063,108,4,0,9
5064,108,7,2,14
5065,108,10,4,18
5066,108,5,3,11
5067,108,1,6,3
5068,108,4,2,11
5069,108,6,0,14
5070,108,8,1,13
5071,108,9,5,14
5072,108,5,1,13
5073,108,5,0,11
5074,108,6,2,11
5075,108,4,2,12
5076,108,7,1,14
5077,108,5,1,10
5078,108,4,1,10
5079,108,3,1,6
5080,108,3,2,7
5081,108,3,7,0
5082,108,3,9,4
5083,108,6,4,12
5084,108,6,1,11
5085,108,2,4,6
5086,108,5,8,2
5087,108,5,9,1
5088,108,2,9,3
5089,108,1,2,6
5090,108,1,3,6
5091,108,1,5,7
5092,108,3,2,10
5093,108,3,0,6
5094,108,4,2,6
5095,108,5,1,10
5096,108,5,8,2
5097,108,6,11,3
5098,108,2,7,2
5099,108,2,5,0
5100,108,9,12,4
5101,108,12,17,7
5102,108,10,16,4
5103,108,3,11,1
5104,108,1,4,4
5105,108,3,8,0
5106,108,6,8,2
5107,108,4,12,1
5108,108,2,3,7
5109,108,1,4,6
5110,108,1,5,5
5111,108,2,6,2
5112,108,0,6,5
5113,108,6,9,0
5114,108,6,12,2
5115,108,3,2,7
5116,108,4,8,4
5117,108,8,10,4
5118,108,4,11,1
5119,108,2,2,7
5120,108,0,4,5
5121,108,9,11,1
5122,108,10,14,8
5123,108,4,9,1
5124,108,2,2,5
5125,108,1,3,2
5126,108,0,5,6
5127,108,4,3,9
5128,108,0,3,8
5129,108,1,6,3
5130,108,3,6,0
5131,108,2,7,2
5132,108,2,3,4
5133,108,1,1,3
5134,108,1,3,1
5135,108,1,4,3
5136,108,1,6,4
5137,108,2,6,3
5138,108,1,5,2
5139,108,7,9,3
5140,108,6,13,2
5141,108,6,10,3
5142,108,4,11,1
5143,108,1,5,3
5144,108,3,6,0
5145,108,4,8,0
5146,108,5,9,1
5147,108,5,9,1
5148,108,5,11,1
5149,108,3,10,4
5150,108,0,2,2
5151,108,3,5,1
5152,108,3,9,2
5153,108,1,2,5
5154,108,3,6,0
5155,108,5,10,1
5156,108,4,10,2
5157,108,3,9,3
5158,108,2,8,4
5159,108,0,5,7
5160,108,3,3,10
5161,108,7,1,12
5162,108,7,3,12
5163,108,4,1,7
5164,108,5,2,7
5165,108,4,0,9
5166,108,7,3,11
5167,108,5,2,7
5168,108,4,2,7
5169,108,3,2,6
5170,108,2,0,7
5171,108,1,2,5
5172,108,1,5,4
5173,108,1,6,8
5174,108,5,3,13
5175,108,7,1,15
5176,108,5,2,10
5177,108,4,2,13
5178,108,6,1,9
5179,108,8,5,14
5180,108,3,1,5
5181,108,0,1,1
5182,108,4,1,10
5183,108,6,3,11
5184,108,5,1,10
5185,108,7,1,14
5186,108,4,0,8
5187,108,0,2,4
5188,108,1,4,2
5189,108,2,2,6
5190,108,5,1,10
5191,108,6,3,10
5192,108,6,0,14
5193,108,7,2,13
5194,108,9,2,16
5195,108,12,7,16
5196,108,13,10,17
5197,108,11,5,16
5198,108,2,2,6
5199,108,0,4,4
5200,108,3,1,6
5201,108,4,1,10
5202,108,7,0,14
5203,108,7,2,10
5204,108,3,0,5
5205,108,7,4,12
5206,108,6,5,7
5207,108,4,1,8
5208,108,3,0,6
5209,108,5,0,10
5210,108,3,1,6
5211,108,5,1,10
5212,108,6,1,13
5213,108,8,1,15
5214,108,8,2,16
5215,108,13,4,21
5216,108,12,9,16
5217,108,9,8,10
5218,108,10,7,17
5219,108,9,6,12
5220,108,9,4,14
5221,108,9,4,16
5222,108,10,4,15
5223,108,13,5,20
5224,108,15,9,23
5225,108,14,9,21
5226,108,13,8,20
5227,108,16,10,21
5228,108,14,8,22
5229,108,15,8,21
5230,108,16,14,19
5231,108,17,13,25
5232,108,16,12,22
5233,108,14,8,21
5234,108,15,10,20
5235,108,13,10,18
5236,108,14,7,21
5237,108,14,7,21
5238,108,13,6,20
5239,108,13,9,20
5240,108,15,8,24
5241,108,15,9,22
5242,108,16,8,24
5243,108,17,12,24
5244,108,19,10,29
5245,108,21,13,29
5246,108,18,14,26
5247,108,16,14,18
5248,108,17,12,23
5249,108,18,14,24
5250,108,17,10,25
5251,108,19,11,27
5252,108,20,12,28
5253,108,20,17,22
5254,108,21,17,26
5255,108,19,15,25
5256,108,18,10,25
5257,108,18,15,22
5258,108,17,11,25
5259,108,18,10,27
5260,108,20,10,27
5261,108,18,14,21
5262,108,18,15,22
5263,108,20,16,26
5264,108,18,14,24
5265,108,19,13,25
5266,108,19,15,24
5267,108,20,17,25
5268,108,17,15,21
5269,108,20,15,26
5270,108,20,16,24
5271,108,21,17,27
5272,108,18,16,20
5273,108,18,16,21
5274,108,18,13,23
5275,108,19,15,26
5276,108,19,13,25
5277,108,21,15,28
5278,108,21,17,26
5279,108,21,16,28
5280,108,17,16,21
5281,108,22,16,29
5282,108,22,19,28
5283,108,22,18,27
5284,108,21,16,27
5285,108,24,17,33
5286,108,25,19,32
5287,108,25,19,33
5288,108,26,21,33
5289,108,28,23,35
5290,108,22,19,24
5291,108,23,22,27
5292,108,23,20,28
5293,108,25,21,30
5294,108,23,22,26
5295,108,24,22,26
5296,108,26,23,30
5297,108,25,24,27
5298,108,26,24,30
5299,108,23,22,25
5300,108,23,19,27
5301,108,23,19,28
5302,108,25,20,30
5303,108,25,22,31
5304,108,22,21,25
5305,108,24,21,29
5306,108,26,21,31
5307,108,26,24,30
5308,108,27,24,32
5309,108,28,24,32
5310,108,27,25,31
5311,108,27,23,33
5312,108,26,23,31
5313,108,26,24,31
5314,108,27,24,30
5315,108,28,24,34
5316,108,27,24,32
5317,108,26,24,30
5318,108,27,24,32
5319,108,28,22,34
5320,108,29,24,36
5321,108,30,26,36
5322,108,30,26,36
5323,108,26,24,29
5324,108,27,24,31
5325,108,26,25,27
5326,108,26,24,28
5327,108,25,24,26
5328,108,27,23,30
5329,108,22,21,25
5330,108,23,21,27
5331,108,24,22,26
5332,108,24,22,27
5333,108,23,21,27
5334,108,25,23,29
5335,108,26,24,29
5336,108,26,24,29
5337,108,26,22,33
5338,108,28,23,33
5339,108,27,24,31
5340,108,27,25,31
5341,108,27,25,32
5342,108,27,23,32
5343,108,27,23,33
5344,108,27,22,33
5345,108,27,22,33
5346,108,27,22,32
5347,108,27,23,34
5348,108,29,25,34
5349,108,28,25,33
5350,108,25,22,30
5351,108,23,21,27
5352,108,23,20,27
5353,108,22,21,23
5354,108,23,19,28
5355,108,25,21,31
5356,108,24,19,30
5357,108,26,21,32
5358,108,25,23,31
5359,108,27,23,32
5360,108,27,23,31
5361,108,26,22,32
5362,108,26,23,31
5363,108,26,23,32
5364,108,24,21,27
5365,108,25,23,29
5366,108,25,22,29
5367,108,23,22,28
5368,108,24,22,26
